Date,AAPL,NVDA,MSFT,AMZN,META,AVGO,GOOGL,TSLA,BRK.B,GOOG,JPM,LLY,V,NFLX,XOM,MA,COST,WMT,PG,JNJ,HD,ORCL,ABBV,BAC,PLTR
2023-01-06,127.82,14.85,220.45,86.08,129.31,56.59,86.82,113.06,318.69,87.75,129.69,354.94,213.31,315.549988,100.57,362.33,464.1,47.27,143.69,166.8,297.8,82.68,150.3,32.15,6.4
2023-01-09,128.34,15.61,222.6,87.36,128.76,55.49,87.5,119.77,315.53,88.39,129.15,342.12,214.14,315.17,98.69,365.58,460.14,46.68,141.94,162.47,298.06,83.73,145.88,31.66,6.5
2023-01-10,128.91,15.89,224.29,89.87,132.26,55.29,87.89,118.85,316.35,88.82,130.31,344.98,216.58,327.54,100.17,365.62,462.69,46.65,141.8,162.09,300.7,83.8,144.06,31.88,6.7
2023-01-11,131.63,15.99,231.07,95.09,132.16,55.6,90.97,123.22,320.37,91.83,131.27,352.47,217.57,327.26,101.33,372.37,465.49,47.06,140.65,161.83,308.55,85.84,141.83,32.12,6.98
2023-01-12,131.55,16.5,233.76,95.27,135.96,55.97,90.59,123.56,318.93,91.48,131.14,351.21,219.06,330.13,103.02,374.29,463.68,46.63,139.86,161.01,309.37,86.01,138.67,32.21,7.01
2023-01-13,132.89,16.88,234.47,98.12,136.23,55.69,91.57,122.4,317.64,92.37,134.45,353.65,218.51,332.82,102.95,370.06,466.39,46.79,140.86,160.49,310.62,86.42,139.93,32.92,6.96
2023-01-17,134.05,17.69,235.56,96.05,134.62,55.71,90.75,131.49,314.86,91.73,132.37,349.86,218.45,326.22,102.75,369.55,467.85,46.5,140.45,159.5,307.17,85.84,139.23,32.25,7.07
2023-01-18,133.33,17.36,231.11,95.46,132.29,55.24,90.58,128.78,308.3,91.35,128.4,344.25,214.98,326.329987,100.64,363.56,460.83,45.35,136.68,157.09,303.57,84.01,135.92,31.5,6.9
2023-01-19,133.39,16.75,227.31,93.68,135.41,54.17,92.5,127.17,305.23,93.47,126.69,343.34,215.91,315.779999,101.29,362.59,451.24,44.71,133.79,156.88,291.56,83.26,135.47,31.05,6.73
2023-01-20,135.95,17.82,235.44,97.25,138.61,54.9,97.44,133.42,309.87,98.82,127.0,338.44,219.73,342.5,103.13,370.81,461.45,45.26,134.31,156.15,295.42,84.53,136.27,31.63,7.02
2023-01-23,139.15,19.18,237.75,97.52,142.49,55.94,99.2,143.75,310.42,100.74,129.06,334.67,219.6,357.42,102.6,373.07,473.46,45.93,132.51,155.75,295.87,86.2,135.33,32.07,7.38
2023-01-24,140.55,19.25,237.22,96.32,142.36,56.26,97.12,143.89,311.3,98.75,130.16,338.76,219.32,363.829987,103.55,374.49,472.98,46.05,133.23,155.75,297.95,86.91,134.54,32.3,7.02
2023-01-25,139.89,19.31,235.82,97.18,140.73,56.33,94.65,144.43,311.9,96.28,130.79,342.02,220.31,367.959991,103.01,376.83,471.8,45.84,133.13,156.86,297.54,86.85,134.63,32.58,7.22
2023-01-26,141.96,19.78,243.06,99.22,146.5,57.57,96.94,160.27,310.95,98.7,131.6,340.34,220.12,364.869995,107.15,371.76,478.93,45.8,132.6,156.28,294.31,87.03,134.28,33.02,7.24
2023-01-27,143.9,20.35,243.22,102.24,150.91,56.84,98.78,177.9,309.17,100.24,131.92,334.56,226.72,360.769989,105.19,368.59,483.73,46.15,132.05,155.67,297.01,86.22,133.26,33.12,7.55
2023-01-30,141.01,19.14,237.88,100.55,146.26,55.93,96.36,166.66,307.33,97.49,130.8,333.0,224.42,353.109985,103.33,365.73,483.72,45.78,132.47,149.91,294.71,84.63,132.68,32.98,7.37
2023-01-31,142.28,19.52,242.88,103.13,148.16,56.26,98.25,173.22,311.52,99.4,131.58,336.57,225.51,353.859985,105.55,365.21,491.27,46.33,133.75,151.22,304.02,85.7,134.6,33.15,7.78
2023-02-01,143.41,20.92,247.72,105.15,152.28,57.98,99.83,181.41,310.57,100.96,131.24,335.02,226.19,361.98999,104.4,368.64,497.78,46.59,134.52,152.61,307.7,87.24,133.55,33.56,8.2
2023-02-02,148.72,21.69,259.33,112.91,187.74,58.26,107.1,188.27,311.86,108.29,130.63,323.41,224.87,366.89,101.13,369.49,503.96,46.25,133.56,153.18,318.67,86.6,131.95,33.76,8.99
2023-02-03,152.35,21.08,253.21,103.39,185.51,57.48,104.16,189.98,308.51,104.73,132.65,331.61,225.43,365.899994,101.83,368.48,495.65,45.63,133.97,152.32,310.9,86.83,132.27,34.04,8.41
2023-02-06,149.62,21.07,251.66,102.18,185.04,57.83,102.29,194.76,308.43,102.99,133.43,330.22,224.76,361.48,101.66,367.55,496.41,45.3,132.83,151.17,308.81,85.77,132.11,33.98,8.31
2023-02-07,152.5,22.15,262.23,102.11,190.57,59.1,107.0,196.81,312.97,107.54,135.05,332.19,226.6,362.95,104.56,369.61,497.32,45.4,131.54,151.2,304.99,85.01,132.22,34.35,8.33
2023-02-08,149.81,22.19,261.42,100.05,182.43,57.87,98.78,201.29,308.48,99.53,134.1,333.22,225.5,366.829987,103.65,364.97,485.07,45.15,130.18,151.4,300.85,83.99,131.74,34.1,8.22
2023-02-09,148.77,22.32,258.37,98.24,176.95,57.65,94.44,207.32,307.21,95.02,132.02,334.26,225.11,362.5,104.04,365.04,482.01,45.57,128.75,149.35,295.94,83.95,135.46,33.37,7.95
2023-02-10,149.14,21.25,257.86,97.61,173.2,57.06,94.01,196.89,309.89,94.42,132.6,337.51,223.0,347.359985,108.43,361.5,481.39,46.28,129.88,150.05,296.87,84.42,138.52,33.24,7.51
2023-02-13,151.94,21.77,265.92,99.54,178.45,57.81,94.05,194.64,313.74,94.56,134.04,342.68,224.65,358.57,108.01,365.44,487.61,46.99,131.58,150.6,303.42,86.63,140.05,33.31,7.61
2023-02-14,151.3,22.95,266.75,99.7,178.5,57.93,94.12,209.25,310.79,94.51,134.63,341.0,225.15,359.959991,106.74,364.58,484.5,46.85,130.84,149.95,298.64,86.31,139.01,33.28,9.22
2023-02-15,153.4,22.74,264.62,101.16,176.19,58.45,96.36,214.24,309.63,96.65,135.19,328.69,224.69,361.42,106.42,364.27,492.26,47.2,130.54,147.47,300.76,85.59,137.61,33.22,10.11
2023-02-16,151.8,21.98,257.57,98.15,171.5,57.75,94.94,202.04,308.18,95.33,133.33,319.92,221.65,350.709991,106.11,362.21,485.35,46.46,128.83,146.43,301.27,84.99,136.22,32.96,9.71
2023-02-17,150.66,21.37,253.55,97.2,171.94,57.28,93.79,208.31,308.24,94.15,133.73,322.2,219.43,347.959991,102.03,355.88,488.6,47.16,131.53,149.49,298.19,84.56,137.84,33.03,9.2
2023-02-21,146.64,20.64,248.26,94.58,171.14,55.93,91.24,197.37,302.72,91.62,131.27,321.33,216.54,337.5,101.93,350.79,483.08,47.44,131.43,147.26,277.13,83.51,138.47,32.25,8.47
2023-02-22,147.06,20.74,247.12,95.79,170.19,55.42,91.1,200.86,303.16,91.37,130.27,322.86,215.95,334.88,100.61,349.81,478.89,46.45,131.99,147.05,277.88,83.63,137.26,32.04,8.36
2023-02-23,147.55,23.64,250.32,95.82,171.1,56.15,90.35,202.07,303.07,90.65,131.31,321.34,217.04,323.649994,101.53,350.36,474.8,45.76,131.57,147.01,280.71,85.82,138.53,32.01,8.17
2023-02-24,144.89,23.27,244.87,93.5,169.46,55.57,88.6,196.88,304.02,88.93,132.5,315.57,215.49,317.149994,101.54,347.99,470.44,45.88,130.82,145.37,278.22,85.9,139.12,31.96,8.09
2023-02-27,146.09,23.48,245.79,93.76,168.61,56.31,89.33,207.63,304.66,89.68,133.65,310.64,216.28,323.029999,101.36,350.31,468.91,45.55,130.71,145.05,277.61,85.22,140.55,31.96,8.03
2023-02-28,145.58,23.2,245.07,94.23,173.99,57.16,89.52,205.71,305.18,89.88,134.77,305.35,215.87,322.13,100.77,350.13,466.17,45.77,129.23,142.84,278.11,84.68,140.2,32.05,7.84
2023-03-01,143.51,22.68,241.97,92.17,172.47,57.09,89.82,202.77,304.62,90.09,134.02,308.24,214.32,313.48,101.67,348.36,460.87,45.13,129.32,142.2,272.72,83.65,141.45,31.9,7.69
2023-03-02,144.1,23.29,246.73,92.13,173.58,57.58,91.45,190.9,307.75,91.88,132.63,309.1,215.01,311.88,102.14,350.4,467.62,45.24,131.45,142.09,274.81,84.26,140.64,31.49,7.97
2023-03-03,149.16,23.87,250.83,94.9,184.24,60.86,93.09,197.79,312.45,93.58,135.06,312.42,219.63,315.179993,103.43,356.25,457.58,45.3,132.41,143.55,279.9,86.47,142.17,32.12,8.33
2023-03-06,151.92,23.53,252.39,93.75,183.89,60.87,94.56,193.81,316.97,95.13,134.27,312.94,222.56,312.029999,104.35,361.6,465.11,45.29,131.85,144.98,279.68,86.94,141.46,32.06,8.28
2023-03-07,149.72,23.27,249.71,93.55,183.5,60.13,93.3,187.71,311.12,93.73,130.32,304.77,219.04,308.47,102.33,354.71,467.1,44.84,129.23,143.61,272.63,85.61,139.32,31.03,8.28
2023-03-08,150.97,24.16,249.27,93.92,183.96,60.81,93.69,182.0,311.37,94.21,129.55,306.64,218.08,311.79,100.84,353.81,467.96,44.47,129.25,142.56,275.35,85.73,136.28,30.62,8.13
2023-03-09,148.72,23.42,247.91,92.25,180.7,59.87,91.77,172.92,304.82,92.23,122.54,310.87,215.94,297.779999,100.06,349.29,461.68,44.17,128.3,140.96,272.06,84.16,134.23,28.72,7.69
2023-03-10,146.66,22.95,244.25,90.73,178.53,59.13,90.09,173.44,303.63,90.59,125.65,309.07,212.14,292.76,98.82,342.07,453.62,44.11,128.88,141.3,270.46,81.45,136.38,28.46,7.35
2023-03-13,148.6,22.95,249.49,92.43,179.91,59.29,90.57,174.48,302.88,91.23,123.4,318.37,210.5,293.51,97.68,339.7,454.44,44.24,129.77,142.65,270.66,82.28,138.42,26.81,7.87
2023-03-14,150.7,24.05,256.24,94.88,192.96,60.83,93.41,183.26,305.33,93.81,126.56,320.9,214.62,294.94,98.05,347.69,463.99,44.47,131.38,143.46,269.76,81.93,140.15,27.04,7.89
2023-03-15,151.09,24.21,260.81,96.2,196.67,60.21,95.54,180.45,297.88,96.1,120.58,323.25,212.37,303.79,93.17,343.02,467.6,44.97,133.24,143.86,272.03,80.39,140.35,26.79,7.9
2023-03-16,153.92,25.52,271.38,100.04,203.81,61.22,99.72,184.13,302.01,100.6,122.93,323.31,213.43,310.059998,92.63,342.94,469.14,44.71,134.23,143.56,270.86,82.18,141.48,27.24,7.98
2023-03-17,153.08,25.71,274.55,98.95,194.54,60.69,101.01,180.13,293.51,101.98,118.28,322.97,213.37,303.5,91.54,344.58,468.93,45.07,134.27,142.02,272.42,82.6,140.49,26.16,7.88
2023-03-20,155.45,25.88,267.48,97.71,196.73,61.91,100.62,183.25,301.06,101.46,119.53,327.3,214.12,305.13,93.93,344.24,471.09,45.56,136.34,143.43,273.25,84.25,142.22,26.1,8.08
2023-03-21,157.3,26.18,269.0,100.61,201.06,61.68,104.29,197.58,303.85,105.35,122.74,324.83,217.85,305.79,98.14,349.42,472.59,45.4,135.35,143.43,273.41,84.85,142.81,26.88,8.45
2023-03-22,155.87,26.45,267.54,98.7,198.72,61.11,102.75,191.15,299.73,103.73,119.57,324.72,215.97,293.899994,95.9,345.93,469.39,45.11,135.27,140.78,266.96,85.16,139.99,25.99,8.21
2023-03-23,156.96,27.17,272.81,98.71,203.17,61.92,104.97,192.22,298.37,105.76,119.25,326.36,218.47,320.369995,94.81,349.22,469.62,45.48,135.08,140.86,268.19,85.05,141.48,25.36,8.33
2023-03-24,158.26,26.76,275.67,98.13,204.89,61.63,104.81,190.41,298.92,105.57,117.43,329.79,216.95,328.39,94.92,346.52,476.85,45.85,137.83,142.27,267.35,85.27,143.95,25.52,8.2
2023-03-27,156.32,26.51,271.55,98.04,201.73,60.72,101.85,191.81,302.14,102.58,120.8,328.28,217.71,327.66,97.01,349.47,474.87,46.62,137.11,142.88,265.7,87.33,143.52,26.79,8.04
2023-03-28,155.69,26.39,270.42,97.24,199.59,60.51,100.43,189.19,302.32,100.89,121.17,331.28,216.26,323.519989,98.22,349.18,468.66,46.44,137.49,141.5,265.27,87.05,144.16,26.44,8.0
2023-03-29,158.78,26.96,275.61,100.25,204.23,60.59,100.79,193.88,305.3,101.43,121.41,329.53,219.17,332.029999,99.9,354.31,472.61,46.64,137.92,142.89,267.67,87.8,143.94,26.96,8.22
2023-03-30,160.35,27.36,279.09,102.0,206.71,61.39,100.29,195.28,305.08,100.85,121.05,334.26,218.25,338.429993,100.39,354.04,473.2,47.1,138.52,143.0,269.56,87.69,143.86,26.61,8.15
2023-03-31,162.86,27.76,283.27,103.29,210.78,62.14,103.11,207.46,308.77,103.52,122.51,336.94,221.29,345.48,100.54,358.13,478.39,47.68,139.68,144.46,278.78,90.02,145.18,26.89,8.45
2023-04-03,164.11,27.94,282.22,102.41,211.91,62.24,103.74,194.77,310.31,104.42,122.37,344.12,224.77,348.279999,106.48,361.14,478.54,48.08,140.45,146.19,281.25,90.99,146.14,26.88,8.38
2023-04-04,163.58,27.43,282.17,103.95,213.55,61.45,104.1,192.58,309.07,104.63,120.73,347.93,223.45,346.75,105.46,358.61,479.22,47.61,141.13,147.72,278.63,91.07,145.56,26.31,8.35
2023-04-05,161.73,26.86,279.38,101.1,210.33,60.93,103.85,185.52,310.39,104.46,120.91,355.4,223.95,342.35,107.27,359.07,478.64,48.39,142.1,154.35,272.69,91.93,146.49,25.99,7.98
2023-04-06,162.62,27.02,286.51,102.06,214.92,60.31,107.77,185.06,312.51,108.39,120.78,361.34,221.81,339.329987,105.49,356.78,467.9,48.76,143.0,153.92,272.63,92.93,147.17,26.18,8.09
2023-04-10,160.02,27.56,284.34,102.17,213.58,60.77,105.81,184.51,312.62,106.45,121.18,360.07,222.24,338.98999,105.02,355.46,475.46,48.67,141.82,153.15,275.05,91.22,146.92,26.27,8.39
2023-04-11,158.81,27.15,277.89,99.92,212.68,60.21,104.72,186.79,313.7,105.63,121.78,357.17,224.23,338.209991,105.76,359.4,480.1,48.52,141.53,153.1,277.51,91.42,147.01,27.0,8.61
2023-04-12,158.11,26.48,278.54,97.83,212.83,59.74,104.02,180.54,314.55,104.73,121.76,362.08,223.6,331.029999,105.65,357.08,471.15,48.29,141.92,152.78,274.36,91.36,147.91,26.78,8.33
2023-04-13,163.51,26.44,284.78,102.4,219.15,60.46,106.79,185.9,318.05,107.69,122.22,368.07,228.39,346.19,106.15,364.85,479.37,48.34,142.58,154.82,275.98,92.96,149.57,26.86,8.58
2023-04-14,163.16,26.74,281.14,102.51,220.28,60.01,108.22,185.0,319.74,108.95,131.45,367.66,229.69,338.63,106.4,367.59,473.03,48.01,141.85,154.57,276.01,93.12,148.56,27.76,8.81
2023-04-17,163.18,26.98,283.76,102.74,217.67,60.77,105.34,187.04,323.79,105.92,132.49,365.32,229.16,332.72,105.17,367.92,475.57,48.35,141.9,154.41,279.05,93.0,148.18,28.56,8.8
2023-04-18,164.41,27.65,283.34,102.3,216.7,61.25,103.88,184.31,324.63,104.63,133.98,362.93,229.28,333.7,107.22,367.48,478.42,48.45,142.05,150.06,282.4,93.86,146.72,28.74,8.73
2023-04-19,165.55,27.91,283.41,104.3,214.52,61.46,103.56,180.59,323.09,104.53,133.81,363.48,228.27,323.119995,106.88,367.96,477.58,48.5,142.08,151.48,280.47,93.21,148.21,28.27,8.49
2023-04-20,164.58,27.08,281.11,103.81,211.91,61.32,104.66,162.99,323.82,105.41,133.42,367.74,230.26,325.35,106.03,370.13,486.77,48.82,142.6,152.46,282.04,92.26,148.7,28.12,8.15
2023-04-21,162.97,27.1,280.77,106.96,211.73,61.31,104.78,165.08,324.33,105.42,133.17,377.97,229.72,327.98,106.37,370.37,487.52,49.06,147.53,151.63,283.43,92.57,149.31,28.09,8.18
2023-04-24,163.28,27.02,276.85,106.21,211.63,61.46,105.34,162.55,326.05,106.28,133.35,376.11,228.46,329.019989,108.37,369.86,492.4,49.39,147.8,152.55,284.94,92.85,150.85,27.99,8.1
2023-04-25,161.74,26.22,270.61,102.57,206.42,60.25,103.23,160.67,324.34,104.12,130.45,377.58,225.34,322.549988,106.83,363.74,484.45,49.01,147.84,153.95,279.93,91.51,151.6,27.12,7.74
2023-04-26,161.73,26.94,290.21,104.98,208.26,59.69,103.09,153.75,320.53,103.96,128.14,369.17,223.93,321.149994,105.85,362.0,476.26,48.8,146.12,151.56,272.12,91.17,148.75,26.74,7.74
2023-04-27,166.32,27.21,299.51,109.82,237.26,59.9,106.95,160.19,326.23,107.86,129.86,382.98,224.77,325.85,107.12,368.82,482.63,48.95,147.91,151.92,277.66,92.46,136.87,27.17,7.82
2023-04-28,167.58,27.73,301.9,105.45,239.01,60.69,106.7,164.31,328.55,107.72,130.99,388.39,228.43,329.929993,108.5,375.09,484.5,48.82,147.83,152.57,283.9,92.15,138.93,27.53,7.75
2023-05-01,167.49,28.89,300.23,102.05,241.85,61.8,106.56,161.83,330.17,107.21,133.79,398.15,228.21,324.119995,105.14,374.93,475.23,49.02,148.01,152.48,281.22,92.3,141.32,27.31,7.78
2023-05-02,166.45,28.19,300.08,103.63,237.93,59.31,104.69,160.31,325.86,105.49,131.63,396.57,222.78,317.549988,100.95,371.15,476.41,48.88,147.87,153.81,277.99,92.23,139.39,26.48,7.59
2023-05-03,165.37,27.78,299.09,103.65,235.74,59.4,104.78,160.61,323.22,105.63,128.85,423.05,221.8,319.299988,98.96,370.03,471.83,48.7,147.68,151.8,276.86,92.21,137.22,26.2,7.56
2023-05-04,163.73,27.54,300.08,104.0,232.25,59.11,104.07,161.2,320.0,104.72,127.08,420.35,221.43,320.779999,97.23,371.24,473.09,48.84,147.0,151.11,269.93,92.4,135.48,25.38,7.38
2023-05-05,171.42,28.66,305.23,105.66,231.51,61.04,104.94,170.06,323.88,105.73,129.57,419.74,227.49,322.76,99.65,379.66,481.5,49.26,147.5,151.62,273.59,94.34,136.09,26.06,7.41
2023-05-08,171.35,29.13,303.26,105.83,232.0,60.94,107.13,171.79,326.14,107.74,129.88,424.55,227.94,331.209991,100.04,380.5,481.5,49.57,146.81,151.28,271.99,94.17,135.56,26.04,7.74
2023-05-09,169.64,28.55,301.64,106.62,232.1,59.91,106.71,169.15,324.87,107.44,129.25,420.29,228.95,332.14,100.07,377.97,483.17,49.65,145.3,150.1,274.49,93.53,134.99,26.01,9.55
2023-05-10,171.4,28.86,306.86,110.19,231.81,60.67,111.08,168.54,322.99,111.76,129.32,427.69,226.99,335.42,98.78,377.57,482.08,49.51,145.6,150.66,273.03,94.88,134.61,25.69,9.94
2023-05-11,171.6,28.56,304.7,112.18,234.5,60.8,115.88,172.08,322.64,116.36,128.91,427.33,227.18,344.76,97.0,378.41,484.23,49.7,145.95,150.05,271.76,94.8,134.77,25.76,9.88
2023-05-12,170.67,28.32,303.58,110.26,232.53,61.14,116.81,167.98,322.49,117.37,127.06,427.34,227.54,339.89,96.99,376.96,486.33,49.68,147.43,149.85,274.39,95.2,135.28,25.47,9.5
2023-05-15,170.17,28.93,304.06,111.2,237.56,61.97,115.82,166.35,323.53,116.41,128.14,427.42,228.95,335.89,97.17,378.43,484.37,49.3,147.48,148.7,272.57,94.62,134.77,26.0,9.52
2023-05-16,170.17,29.19,306.3,113.4,237.52,62.13,118.8,166.52,323.75,119.53,127.27,429.52,226.65,333.75,94.81,375.3,478.69,48.61,147.22,148.51,266.7,95.59,131.74,25.73,9.47
2023-05-17,170.78,30.16,309.19,115.5,241.16,63.69,120.12,173.86,327.39,120.91,131.19,430.33,228.79,339.959991,96.94,381.97,477.58,48.53,146.6,148.18,276.2,97.07,131.79,26.87,10.25
2023-05-18,173.12,31.66,313.64,118.15,245.5,65.67,122.1,176.89,329.76,122.94,132.18,430.74,229.73,371.29,97.82,386.93,480.57,49.16,144.19,147.71,278.82,99.57,131.87,26.77,11.74
2023-05-19,173.23,31.24,313.47,116.25,244.3,66.08,122.03,180.14,330.39,122.68,131.88,435.16,229.44,365.359985,98.27,380.56,479.05,48.66,144.79,148.11,274.78,100.05,133.41,26.43,11.71
2023-05-22,172.28,31.15,316.26,115.01,246.97,65.71,124.3,188.87,329.13,125.28,130.79,426.91,227.45,363.01,97.08,379.54,474.56,48.23,141.0,147.31,274.57,99.01,133.22,26.65,11.84
2023-05-23,169.67,30.67,310.43,114.99,245.39,66.5,121.83,185.77,323.11,122.72,129.42,416.3,220.86,355.98999,98.4,368.9,467.81,48.14,139.48,147.25,278.61,95.87,131.03,26.88,12.64
2023-05-24,169.94,30.52,309.04,116.75,247.85,65.82,120.18,182.9,320.2,121.07,128.24,418.82,218.57,364.85,99.5,363.71,465.77,47.92,138.33,147.11,274.98,95.66,129.77,26.42,12.23
2023-05-25,171.08,37.95,320.93,115.0,251.31,70.6,122.74,184.47,319.02,123.77,128.55,420.34,219.68,359.0,97.72,365.23,469.43,47.44,137.44,145.0,270.88,101.46,127.44,26.49,12.84
2023-05-26,173.49,38.92,327.79,120.11,260.61,78.72,123.87,193.17,320.6,124.85,129.76,418.84,221.28,378.88,97.08,369.51,489.41,47.52,137.45,144.94,276.62,101.26,126.47,26.62,13.65
2023-05-30,175.34,40.08,326.14,121.66,261.09,77.81,122.93,201.16,322.19,124.06,130.25,420.27,217.97,392.98,96.22,362.73,490.15,47.41,135.35,144.96,276.21,102.3,125.44,26.57,14.71
2023-05-31,175.29,37.81,323.36,120.58,263.28,78.27,122.14,203.93,321.08,122.8,128.59,422.45,217.37,395.23,94.5,360.28,493.56,47.67,134.71,145.61,269.69,103.07,126.84,26.13,14.71
2023-06-01,178.1,39.74,327.49,122.77,271.12,76.52,122.98,207.52,323.12,123.79,130.36,429.37,222.74,403.13,95.59,366.06,494.56,47.85,136.09,145.12,274.39,103.12,122.68,26.33,14.54
2023-06-02,178.95,39.3,330.26,124.25,271.12,78.66,123.93,213.97,329.48,124.65,133.1,435.11,225.0,400.47,97.81,368.88,494.55,48.3,138.51,147.4,281.57,103.02,125.83,27.21,14.52
2023-06-05,177.6,39.14,330.8,125.3,269.91,77.72,125.26,217.61,328.58,126.04,131.79,437.01,223.01,403.54,97.38,365.71,500.01,48.62,137.96,148.67,278.87,104.03,125.82,27.05,15.24
2023-06-06,177.23,38.63,328.57,126.61,269.64,76.52,126.55,221.31,333.41,127.31,132.03,435.84,224.44,399.29,98.17,375.03,498.09,48.61,136.59,148.54,281.63,104.2,124.51,27.71,15.46
2023-06-07,175.86,37.45,318.43,121.23,262.16,76.78,121.77,224.57,335.42,122.37,133.31,429.25,221.54,399.769989,100.37,366.57,493.24,48.69,136.88,148.86,287.05,102.4,125.49,27.94,14.69
2023-06-08,178.58,38.49,320.28,124.25,263.14,77.9,121.41,234.86,335.95,122.1,133.35,438.39,219.35,409.369995,100.06,362.82,501.79,49.39,138.43,150.49,286.47,104.57,126.54,27.71,15.19
2023-06-09,178.96,38.75,321.79,123.43,263.5,77.94,121.5,244.4,335.29,122.3,133.61,438.76,219.85,420.019989,99.32,364.43,499.08,49.69,138.54,150.26,282.91,106.87,127.04,27.74,15.02
2023-06-12,181.76,39.46,326.77,126.57,269.57,82.86,122.9,249.83,333.6,123.77,133.6,438.04,222.42,423.97,98.42,370.44,502.64,50.02,137.46,150.15,286.25,113.27,126.62,27.61,15.65
2023-06-13,181.29,41.0,329.17,126.66,269.84,82.44,123.09,258.71,336.39,123.85,134.57,438.45,219.7,435.73,98.44,366.56,503.65,50.41,137.13,150.94,285.51,113.52,127.16,27.87,16.0
2023-06-14,181.92,42.97,332.17,126.42,271.86,85.84,122.93,256.79,335.9,123.8,134.07,440.41,219.74,440.859985,97.26,369.89,508.65,50.92,138.41,151.71,285.16,118.96,125.25,27.6,15.91
2023-06-15,183.96,42.63,342.77,127.11,280.29,85.57,124.34,255.9,339.82,125.2,135.58,446.52,222.42,445.269989,97.93,374.12,510.56,51.19,140.33,153.75,287.35,123.12,124.93,27.84,16.6
2023-06-16,182.88,42.67,337.09,125.49,279.47,84.09,122.79,260.54,338.31,123.48,135.74,440.4,225.11,431.959991,97.23,371.64,505.22,50.48,141.36,154.22,285.79,122.06,127.46,27.67,16.299999
2023-06-20,182.97,43.78,332.87,125.78,282.78,84.08,122.37,274.45,338.67,123.27,135.05,444.57,222.72,434.7,95.0,369.76,501.41,50.04,140.06,154.13,286.77,118.73,126.71,27.36,15.79
2023-06-21,181.93,43.02,328.45,124.83,280.1,82.55,119.83,259.46,338.61,120.69,134.85,445.61,223.48,424.45,96.06,371.26,501.34,50.13,141.27,153.89,286.1,118.79,125.82,27.08,14.64
2023-06-22,184.94,43.0,334.51,130.15,283.33,82.04,122.42,264.61,336.96,123.29,132.26,450.21,224.6,422.48,95.54,372.89,505.75,50.55,141.75,155.53,286.56,117.31,126.33,26.5,14.05
2023-06-23,184.62,42.18,329.89,129.33,287.15,80.07,121.61,256.6,335.25,122.45,131.57,451.35,225.74,424.019989,94.7,374.88,505.99,50.46,140.34,155.39,286.2,115.42,124.96,26.3,14.03
2023-06-26,183.23,40.61,323.57,127.33,276.95,80.01,117.63,241.05,334.12,118.54,131.89,445.37,222.55,415.94,96.45,372.52,505.0,50.33,140.48,153.66,292.94,113.62,124.07,26.63,13.94
2023-06-27,185.98,41.85,329.45,129.18,285.48,82.62,117.62,250.21,335.34,118.46,131.9,456.92,223.57,417.079987,96.69,376.83,511.67,50.14,141.81,153.34,298.51,114.65,121.91,26.77,14.61
2023-06-28,187.16,41.09,330.71,129.04,283.73,82.57,119.46,256.24,334.15,120.52,131.32,451.21,224.18,429.839996,97.48,375.29,514.05,50.42,141.79,153.03,291.63,113.37,121.82,26.61,15.28
2023-06-29,187.5,40.8,329.92,127.9,279.99,84.01,118.39,257.5,336.91,119.45,135.9,456.91,230.44,428.23999,98.68,382.64,512.98,50.08,141.21,154.1,292.87,114.59,122.49,27.17,15.2
2023-06-30,191.83,42.28,335.33,130.36,285.41,84.47,118.99,261.77,341.0,120.41,137.81,461.33,233.54,440.48999,99.19,388.19,519.44,51.02,143.44,155.43,295.56,115.86,123.87,27.19,15.33
2023-07-03,190.34,42.39,332.81,130.22,284.46,85.35,119.19,279.82,342.0,120.0,138.92,453.89,234.02,441.44,99.38,388.84,522.0,51.35,144.16,153.39,294.97,113.98,124.12,27.68,15.52
2023-07-05,189.22,42.29,332.97,130.38,292.76,83.94,121.02,282.48,341.56,122.06,137.99,458.1,235.48,445.899994,98.87,389.6,522.09,51.32,143.91,152.89,295.71,112.82,126.52,27.56,15.7
2023-07-06,189.69,42.08,336.04,128.36,290.4,82.58,119.39,276.54,341.46,120.37,136.63,455.65,234.92,438.839996,95.18,388.6,518.46,50.99,143.68,151.75,287.35,112.32,126.18,26.81,15.13
2023-07-07,188.58,42.48,332.06,129.78,288.94,82.47,118.77,274.43,340.9,119.58,137.71,444.7,232.53,438.1,95.41,384.19,506.58,49.82,140.66,149.54,288.11,111.5,124.57,27.04,15.34
2023-07-10,186.53,42.15,326.75,127.13,292.5,85.48,115.76,269.61,341.13,116.33,138.48,445.76,234.21,441.709991,96.82,387.63,508.47,50.27,140.72,149.79,295.21,111.28,123.65,27.17,16.299999
2023-07-11,186.0,42.38,327.38,128.78,296.66,85.9,116.44,269.79,343.37,117.16,140.64,432.22,236.56,440.209991,98.0,393.2,511.0,50.2,139.98,148.96,298.43,112.16,124.64,27.51,16.49
2023-07-12,187.68,43.88,332.04,130.8,307.65,86.67,118.22,271.99,345.35,119.06,141.34,433.41,238.19,444.049988,98.49,396.06,519.07,50.32,140.71,148.44,302.1,113.27,124.1,27.83,16.59
2023-07-13,188.44,45.95,337.41,134.3,311.7,86.71,123.8,277.9,343.54,124.25,142.03,427.6,239.28,450.38,96.68,395.93,519.5,50.03,140.8,149.13,299.32,114.67,124.18,28.12,16.74
