Date,AAPL,NVDA,MSFT,AMZN,META,AVGO,GOOGL,TSLA,BRK.B,GOOG,JPM,LLY,V,NFLX,XOM,MA,COST,WMT,PG,JNJ,HD,ORCL,ABBV,BAC,PLTR
2020-08-18,112.41,12.22,202.63,165.62,260.91,29.21,77.33,125.81,208.33,77.57,85.97,144.77,192.01,491.869995,34.16,321.81,314.02,41.89,120.63,130.23,252.67,51.35,78.21,22.57,
2020-08-19,112.55,12.1,201.4,163.02,261.16,29.27,76.77,125.24,207.21,77.02,86.18,143.99,193.92,484.529999,33.78,323.17,314.16,41.17,119.98,130.49,250.78,52.3,78.58,22.54,
2020-08-20,115.05,12.1,206.08,164.87,267.54,29.23,78.34,133.46,206.12,78.72,85.14,143.09,196.97,497.899994,33.26,327.95,314.13,40.6,120.93,131.38,248.84,51.42,77.84,22.19,
2020-08-21,120.98,12.64,204.58,164.24,265.55,29.34,78.31,136.67,207.43,78.65,85.1,141.13,196.95,492.309998,33.01,327.74,317.58,40.93,121.45,132.54,251.11,51.36,77.56,22.08,
2020-08-24,122.42,12.68,205.23,165.37,269.91,29.69,78.79,134.28,212.61,79.04,87.5,141.37,199.15,488.809998,33.99,334.1,317.14,40.84,122.4,132.89,254.23,52.12,77.28,22.71,
2020-08-25,121.42,12.71,207.9,167.32,279.29,29.88,79.81,134.89,213.35,80.04,87.88,141.52,200.78,490.579987,32.91,338.01,317.67,40.62,122.89,132.81,253.68,52.2,76.91,22.99,
2020-08-26,123.07,12.73,212.39,172.09,302.25,30.2,81.72,143.54,214.66,82.23,86.65,141.13,202.87,547.53,32.21,341.27,317.26,40.64,122.29,133.02,258.82,53.5,77.15,22.6,
2020-08-27,121.6,12.59,217.61,170.0,291.62,30.15,80.94,149.25,216.87,81.34,89.5,140.85,203.61,526.27,31.99,346.11,319.19,42.48,122.14,133.62,255.89,53.21,77.11,23.03,
2020-08-28,121.4,13.1,219.85,170.09,292.06,30.66,81.48,147.56,218.55,81.84,89.87,139.31,208.13,523.89,32.76,355.95,321.04,43.63,122.63,134.19,253.82,53.86,77.0,23.25,
2020-08-31,125.52,13.33,216.6,172.55,291.6,30.87,80.99,166.11,218.04,81.33,87.61,140.3,204.54,529.559998,32.15,348.24,320.39,43.17,122.24,133.99,252.71,53.25,78.31,22.76,
2020-09-01,130.52,13.78,218.27,174.96,293.83,31.96,82.26,158.35,218.55,82.65,87.57,139.27,205.85,556.549988,31.74,346.99,323.82,45.89,122.11,132.34,253.51,53.66,75.42,22.73,
2020-09-02,127.82,14.3,222.48,176.57,300.85,33.34,85.36,149.12,221.68,86.01,88.89,141.4,208.87,552.84,31.55,350.68,330.71,45.92,124.17,134.36,255.97,54.93,76.82,23.0,
2020-09-03,117.58,12.98,208.7,168.4,289.53,31.3,80.99,135.67,218.15,81.71,88.61,140.9,201.61,525.75,31.48,334.29,320.98,44.94,122.18,130.62,244.76,53.14,75.12,22.84,
2020-09-04,117.66,12.58,205.77,164.73,281.19,32.27,78.59,139.44,218.32,79.18,90.52,142.69,197.47,516.049988,31.46,325.71,319.38,44.41,121.91,129.78,240.34,51.86,75.12,23.63,
2020-09-08,109.74,11.88,194.64,157.49,269.68,31.16,75.73,110.07,217.8,76.26,87.37,141.17,193.08,507.019989,30.74,320.72,312.28,43.05,120.13,128.62,239.98,51.48,73.77,22.68,
2020-09-09,114.12,12.68,202.92,163.43,272.23,32.01,76.9,122.09,219.63,77.49,88.2,143.69,196.89,500.19,30.55,330.21,319.26,43.5,122.08,130.75,246.91,53.0,74.92,22.71,
2020-09-10,110.39,12.27,197.24,158.76,266.63,31.75,75.85,123.78,217.8,76.24,87.29,138.25,194.45,480.67,29.79,323.64,312.9,42.54,120.8,128.32,243.04,53.35,73.3,22.38,
2020-09-11,108.94,12.13,195.95,155.81,265.16,31.98,75.34,124.24,217.93,75.69,88.38,140.02,193.62,482.029999,29.71,320.98,312.53,42.51,122.07,129.08,246.28,53.04,73.35,22.7,
2020-09-14,112.21,12.83,197.28,155.15,264.7,32.2,74.99,139.87,219.94,75.61,89.6,140.88,197.77,476.26,29.51,329.2,316.02,42.7,122.51,129.57,250.13,55.33,73.99,22.92,
2020-09-15,112.39,12.95,200.51,157.81,270.93,32.62,76.3,149.92,218.94,76.71,86.81,141.9,198.17,495.98999,29.2,329.72,316.93,42.71,122.51,130.05,254.52,56.71,74.33,22.51,
2020-09-16,109.07,12.48,196.93,153.9,262.08,32.63,75.15,147.25,219.59,75.7,87.18,142.73,197.92,483.859985,30.44,332.36,316.77,42.37,121.68,129.62,251.0,56.24,73.41,22.79,
2020-09-17,107.33,12.43,194.88,150.44,253.43,32.53,73.91,141.14,218.05,74.43,86.18,144.16,198.05,470.2,30.43,330.01,312.3,42.5,121.53,128.54,249.52,56.0,73.29,22.57,
2020-09-18,103.93,12.15,192.45,147.75,251.15,31.98,72.12,147.38,218.21,72.66,86.0,145.77,195.49,469.959991,29.94,325.95,309.61,42.07,121.39,130.3,245.26,55.6,73.68,22.44,
2020-09-21,107.08,12.48,194.52,148.02,246.8,31.56,71.08,149.8,213.02,71.23,83.34,142.94,190.51,487.35,29.33,318.75,312.93,42.62,120.81,126.74,242.73,56.6,72.85,21.78,
2020-09-22,108.76,12.6,199.21,156.45,253.36,32.44,72.56,141.41,214.16,72.93,82.43,141.69,193.51,491.17,28.6,326.0,317.43,43.01,121.91,125.96,243.59,56.41,72.45,21.31,
2020-09-23,104.2,12.09,192.65,149.99,247.66,31.55,70.05,126.79,209.61,70.43,81.09,141.65,188.5,470.609985,27.69,315.52,317.6,42.28,120.46,126.16,237.56,54.87,71.25,20.71,
2020-09-24,105.27,12.31,195.14,150.99,248.17,31.63,70.72,129.26,208.72,71.08,81.02,140.7,188.65,473.079987,27.63,319.1,319.78,42.51,121.0,126.36,236.81,55.18,70.25,20.78,
2020-09-25,109.22,12.84,199.59,154.76,253.43,32.01,71.52,135.78,210.45,71.91,81.73,142.07,190.32,482.88,27.89,322.57,315.71,42.68,121.61,127.22,239.35,55.65,70.51,20.91,
2020-09-28,111.82,13.0,201.15,158.7,255.42,32.95,72.5,140.4,213.54,72.89,84.09,140.03,193.28,490.649994,28.43,328.99,322.19,42.68,121.96,128.49,242.71,55.44,71.37,21.45,
2020-09-29,110.98,13.19,199.05,157.24,260.36,32.69,72.86,139.69,210.44,73.13,83.38,138.29,192.43,493.48,27.6,326.89,324.52,42.64,121.3,128.45,242.52,55.34,71.05,21.16,
2020-09-30,112.65,13.49,202.0,157.44,260.47,32.69,72.84,143.0,212.94,73.14,84.18,139.96,192.94,500.029999,27.64,328.78,327.15,43.5,122.82,130.04,247.51,55.56,71.62,21.45,9.5
2020-10-01,113.6,13.57,204.05,161.06,265.18,33.07,73.95,149.39,212.02,74.15,84.79,136.43,196.2,527.51,26.67,333.84,330.34,44.49,123.05,128.67,247.43,55.54,71.25,21.45,9.46
2020-10-02,109.94,13.02,198.03,156.25,258.52,32.01,72.35,138.36,211.18,72.58,85.6,137.3,194.38,503.059998,26.55,329.42,327.16,43.69,122.06,127.73,248.94,54.75,70.42,21.55,9.2
2020-10-05,113.32,13.6,202.05,159.96,263.21,32.85,73.7,141.89,212.36,73.95,87.41,138.64,196.38,520.65,27.16,333.72,330.45,44.09,123.18,129.47,251.42,55.43,71.9,21.92,9.03
2020-10-06,110.07,13.7,197.76,155.0,257.25,32.66,72.12,137.99,210.26,72.33,86.51,136.28,193.4,505.869995,26.88,328.06,330.24,43.73,123.37,127.75,246.4,55.38,70.23,21.7,9.9
2020-10-07,111.94,13.92,201.52,159.78,256.71,32.9,72.52,141.77,213.29,72.67,88.02,140.84,195.35,534.659973,26.97,334.35,334.54,43.81,124.34,129.16,252.04,56.61,71.2,22.15,10.0
2020-10-08,111.83,13.8,202.24,159.53,262.32,33.49,73.73,141.97,215.15,73.95,89.83,145.14,195.84,531.789978,28.39,335.96,336.45,43.95,125.18,130.05,253.58,56.89,71.42,22.47,10.0
2020-10-09,113.78,13.72,207.26,164.33,263.01,33.8,75.07,144.67,215.68,75.41,89.31,148.33,199.38,539.44,27.97,343.0,340.48,44.4,126.3,131.86,254.83,57.14,71.71,22.58,9.95
2020-10-12,121.01,14.18,212.63,172.15,274.25,34.31,77.76,147.43,216.41,78.09,90.41,146.07,199.14,539.809998,27.88,342.66,346.95,44.85,127.68,132.62,255.71,57.43,72.22,22.86,9.89
2020-10-13,117.8,14.21,214.04,172.18,274.63,34.23,77.89,148.88,212.31,78.21,88.94,141.9,197.14,554.09,27.55,336.63,350.82,45.47,127.44,129.58,258.78,56.97,71.82,22.21,9.47
2020-10-14,117.88,14.05,212.11,168.19,270.34,34.12,77.71,153.77,210.91,78.03,88.45,140.37,195.09,541.45,27.49,333.57,348.66,44.76,127.29,129.36,255.87,56.96,71.34,21.03,9.34
2020-10-15,117.42,13.93,210.96,166.93,265.26,34.09,77.31,149.63,211.65,77.6,89.77,138.78,192.53,541.94,27.73,329.55,347.04,44.94,127.1,128.56,256.27,56.55,70.64,21.5,9.91
2020-10-16,115.77,13.77,210.96,163.64,264.48,33.98,77.92,146.56,211.91,78.28,89.59,138.16,193.22,530.789978,27.45,330.36,351.61,45.0,127.6,129.36,256.38,56.33,71.5,21.58,9.71
2020-10-19,112.82,13.46,205.74,160.36,259.97,33.72,76.04,143.61,208.99,76.37,88.08,135.02,190.05,530.719971,26.9,322.84,346.1,44.45,125.4,126.05,252.88,55.71,69.88,21.12,9.57
2020-10-20,114.3,13.6,206.15,160.85,266.1,33.82,77.09,140.65,210.06,77.44,88.58,135.77,190.75,525.419983,27.13,322.88,348.63,44.74,125.91,126.26,254.93,55.83,69.83,21.49,9.27
2020-10-21,113.68,13.48,206.29,159.25,277.21,33.39,78.83,140.88,210.18,79.3,87.7,133.61,191.45,489.049988,26.69,324.54,348.18,44.9,126.59,125.71,253.57,55.75,68.7,21.41,9.2
2020-10-22,112.59,13.32,206.38,158.82,276.6,33.5,79.85,141.93,211.61,80.39,90.8,133.93,191.03,485.23,28.06,324.71,346.28,44.64,125.69,126.72,250.58,55.77,69.88,22.14,9.68
2020-10-23,111.9,13.55,207.67,160.22,283.24,33.44,81.16,140.21,212.71,81.67,91.62,134.62,191.05,488.279999,27.5,320.83,345.22,44.73,126.52,126.86,252.22,55.97,69.9,22.17,9.49
2020-10-26,111.91,13.1,201.76,160.35,275.6,32.57,78.74,140.09,208.49,79.15,89.35,133.98,186.28,488.23999,26.85,309.59,341.63,44.2,125.56,125.75,246.02,53.72,69.55,21.85,9.95
2020-10-27,113.42,13.36,204.81,164.32,281.74,32.26,79.47,141.56,206.88,79.84,87.66,124.71,183.38,488.929993,26.42,308.66,343.48,44.42,126.5,125.03,246.73,53.33,68.55,21.23,10.95
2020-10-28,108.17,12.59,194.65,158.14,266.21,31.15,75.09,135.34,200.7,75.48,85.2,124.16,174.51,486.23999,25.41,283.62,336.33,43.54,122.32,120.85,240.39,51.94,66.71,20.89,10.85
2020-10-29,112.17,12.99,196.61,160.55,279.3,31.85,77.38,136.94,201.51,77.99,85.76,125.33,178.37,504.209991,26.54,285.37,336.89,43.51,122.24,119.83,240.31,52.34,66.86,20.96,10.75
2020-10-30,105.89,12.5,194.45,151.81,261.67,31.37,80.32,129.35,201.9,80.67,86.52,123.35,175.32,475.73999,26.26,280.95,330.2,43.14,121.83,119.76,237.71,52.43,70.53,21.1,10.13
2020-11-02,105.8,12.54,194.32,150.22,259.93,31.52,80.73,133.5,204.31,80.92,88.48,124.46,178.25,484.119995,27.36,282.25,336.45,43.66,123.07,121.14,241.3,52.74,73.14,21.44,10.54
2020-11-03,107.43,12.98,198.26,152.42,263.85,31.74,81.79,141.3,206.63,82.13,91.26,123.84,181.72,487.22,26.9,287.52,343.44,44.4,125.49,120.97,247.21,53.07,72.9,21.98,10.5
2020-11-04,111.81,13.75,207.82,162.06,285.81,32.71,86.77,140.33,206.17,87.05,88.48,140.49,187.15,496.95,26.75,299.02,347.33,44.14,124.97,121.76,251.98,52.78,78.32,21.08,10.72
2020-11-05,115.78,14.12,214.45,166.1,293.07,34.17,87.6,146.03,207.45,87.76,92.09,137.59,190.69,513.76,26.7,308.1,355.69,44.61,126.52,122.07,254.76,52.94,77.65,21.91,11.88
2020-11-06,115.65,14.52,214.86,165.57,291.81,34.15,87.46,143.32,208.85,87.68,90.87,134.96,191.49,514.72998,26.39,305.29,356.09,45.33,127.27,124.25,253.33,53.07,76.96,21.64,13.83
2020-11-09,113.34,13.59,209.74,157.19,277.25,33.69,87.55,140.42,221.5,87.74,103.17,134.58,205.2,470.5,29.73,335.38,337.01,44.63,122.62,127.59,240.61,53.11,78.84,24.71,14.67
2020-11-10,113.0,12.73,202.65,151.75,270.94,32.58,86.37,136.79,228.48,86.61,102.83,138.57,205.81,480.23999,30.39,325.86,338.51,45.26,124.63,129.51,245.6,52.95,81.94,24.62,14.0
2020-11-11,116.43,13.38,207.97,156.87,274.97,33.73,86.84,139.04,227.37,87.23,101.3,136.87,205.22,490.76,30.08,323.54,344.33,46.01,126.24,129.09,247.55,53.45,81.35,24.34,15.96
2020-11-12,116.16,13.42,206.91,155.51,273.58,33.21,86.62,137.25,224.72,87.08,100.05,134.03,201.24,486.769989,29.05,319.55,346.9,46.09,126.31,129.53,246.2,52.74,80.89,23.76,14.58
2020-11-13,116.21,13.26,207.94,156.44,275.44,33.51,88.08,136.17,227.42,88.44,100.68,135.31,203.39,482.839996,29.75,326.11,349.79,46.81,128.21,130.93,247.03,53.17,82.09,24.04,15.8
2020-11-16,117.22,13.47,208.63,156.55,277.44,34.17,88.17,136.03,233.1,88.65,103.52,133.61,205.53,479.1,31.46,326.52,350.67,47.4,126.56,131.76,249.17,53.4,81.52,24.55,15.93
2020-11-17,116.33,13.38,205.97,156.78,273.5,34.15,87.56,147.2,233.16,88.1,102.47,134.19,203.61,480.63,31.88,327.54,352.64,46.45,126.07,130.45,242.84,53.37,82.23,24.53,17.85
2020-11-18,115.01,13.39,203.25,155.27,270.49,34.15,86.51,162.21,230.07,86.93,101.71,133.21,200.83,481.79,30.68,326.99,352.92,46.36,124.14,128.72,240.49,52.56,81.82,24.02,17.9
2020-11-19,115.6,13.4,204.54,155.85,271.45,34.48,87.4,166.42,229.53,87.79,101.99,136.29,200.57,484.67,30.83,324.99,354.13,47.3,123.99,128.52,241.47,52.74,82.61,24.02,18.98
2020-11-20,114.34,13.05,202.59,154.97,268.23,34.39,86.3,163.2,227.01,86.7,101.11,138.27,197.01,488.23999,30.46,314.4,351.9,46.72,123.78,127.84,240.47,52.04,83.58,23.87,18.15
2020-11-23,110.93,13.1,202.32,154.92,266.97,34.72,85.86,173.95,229.54,86.34,104.03,136.26,201.14,476.619995,32.45,323.2,352.44,46.93,123.3,126.53,241.89,52.4,84.69,24.38,21.04
2020-11-24,112.22,12.92,205.93,155.9,275.41,35.19,87.67,185.13,233.92,88.03,108.84,137.71,202.61,482.88,34.61,333.27,354.76,47.06,122.9,126.53,243.59,53.79,86.16,25.8,23.82
2020-11-25,113.06,13.2,205.94,159.25,274.09,35.06,87.68,191.33,233.13,88.16,107.7,137.57,203.78,485.0,33.65,332.23,358.02,47.21,123.23,126.37,244.17,53.64,86.36,25.84,29.049999
2020-11-27,113.6,13.22,207.25,159.77,276.29,35.43,88.82,195.25,231.55,89.24,106.98,140.12,203.89,491.359985,33.14,330.04,358.61,47.14,123.17,126.65,245.98,53.97,86.93,25.81,27.66
2020-11-30,116.0,13.36,206.13,158.4,275.46,36.03,87.2,189.2,228.91,87.63,104.03,138.42,203.26,490.7,31.44,327.55,361.73,47.51,123.4,127.25,247.24,53.93,86.68,25.07,27.11
2020-12-01,119.58,13.35,208.19,161.0,284.99,36.3,89.23,194.92,229.68,89.49,105.68,138.34,204.08,504.579987,31.74,329.85,367.22,47.46,123.84,129.68,246.52,54.88,86.23,25.54,25.67
2020-12-02,119.93,13.5,207.38,160.18,285.95,36.22,90.7,189.61,230.42,90.97,107.71,137.96,203.1,503.38,32.93,331.16,363.37,46.8,122.95,130.29,242.94,55.2,87.02,25.87,22.51
2020-12-03,119.79,13.36,206.3,159.34,280.31,35.87,90.55,197.79,231.02,90.91,107.0,136.96,201.04,497.519989,33.15,326.21,354.42,46.42,122.04,131.05,240.28,55.38,86.81,25.9,24.03
2020-12-04,119.12,13.52,206.41,158.13,278.17,36.94,90.64,199.68,231.35,90.97,107.97,141.08,205.51,498.309998,34.36,335.18,353.83,46.3,122.16,132.16,236.56,56.02,88.91,26.24,23.85
2020-12-07,120.58,13.57,206.34,157.9,284.02,37.76,90.31,213.92,229.24,90.55,107.56,140.1,205.48,515.78,33.72,331.88,353.74,46.05,122.34,131.02,235.35,55.87,87.72,26.06,28.94
2020-12-08,121.2,13.31,208.0,158.86,281.85,37.99,90.03,216.63,228.19,90.51,107.67,141.89,205.6,512.659973,34.83,331.71,357.78,46.47,122.67,133.29,234.53,55.16,89.25,25.92,28.59
2020-12-09,118.66,12.9,203.95,155.21,276.4,37.34,88.36,201.49,227.51,88.79,106.83,150.16,202.52,493.6,35.29,327.88,354.64,46.1,121.21,134.65,237.99,55.81,90.07,25.8,26.629999
2020-12-10,120.08,12.94,202.71,155.07,275.61,36.79,87.86,209.02,227.35,88.36,106.14,153.01,200.61,501.089996,36.28,322.69,353.22,45.89,120.41,133.9,237.3,55.58,89.09,26.08,27.04
2020-12-11,119.28,12.98,205.35,155.82,272.06,36.41,88.21,203.33,226.39,88.67,105.52,152.1,199.29,503.22,36.11,318.7,355.41,45.88,121.3,134.52,237.07,56.63,88.14,25.59,27.2
2020-12-14,118.66,13.27,206.26,157.85,272.69,36.95,87.09,213.28,222.85,87.59,104.4,150.07,200.27,522.419983,34.81,322.33,354.73,45.45,120.72,131.11,237.99,56.77,86.36,25.28,27.24
2020-12-15,124.61,13.32,206.19,158.26,274.05,37.51,87.53,211.08,224.38,87.98,106.19,159.12,201.34,519.78,35.48,324.76,352.36,45.43,121.43,132.43,240.14,57.8,85.22,25.66,26.43
2020-12-16,124.54,13.21,211.15,162.05,274.17,38.12,87.34,207.59,221.91,87.74,106.5,163.51,201.25,524.83,36.03,323.25,350.05,45.39,121.98,131.64,241.58,58.66,86.73,25.73,25.92
2020-12-17,125.4,13.31,211.28,161.8,272.98,38.23,86.51,218.63,224.68,86.99,105.61,164.06,204.06,532.9,35.85,327.93,350.85,45.59,122.85,135.11,245.51,59.43,86.93,25.83,27.23
2020-12-18,123.41,13.24,210.48,160.08,274.89,39.32,85.8,231.67,223.43,86.15,105.09,162.89,204.19,534.45,35.23,331.27,347.74,45.55,123.55,135.89,242.35,60.79,86.57,25.68,25.969999
2020-12-21,124.95,13.3,214.34,160.31,271.3,38.81,86.21,216.62,223.49,86.56,109.04,160.4,201.97,528.909973,34.59,325.46,345.81,45.55,122.2,134.58,242.84,60.25,85.96,26.64,28.51
2020-12-22,128.5,13.24,215.64,160.33,265.63,39.19,85.5,213.45,221.88,85.78,107.38,158.45,198.9,527.33,34.0,323.39,343.03,45.0,121.34,134.32,241.99,60.87,85.2,26.17,28.04
2020-12-23,127.61,12.97,212.82,159.26,266.65,38.5,85.9,215.33,224.24,86.22,110.38,157.27,198.38,514.47998,34.44,320.46,342.9,44.7,121.15,133.63,241.78,61.01,85.6,26.92,28.69
2020-12-24,128.59,12.96,214.49,158.63,265.94,39.04,86.19,220.59,226.53,86.53,109.89,158.39,201.67,513.969971,34.3,327.05,345.44,44.78,122.38,134.1,242.77,60.7,85.58,26.84,27.75
2020-12-28,133.19,12.87,216.62,164.2,275.49,39.08,88.17,221.23,228.41,88.39,110.62,158.24,205.46,519.119995,34.41,335.3,351.58,45.32,123.23,134.73,241.28,60.61,85.74,26.99,25.629999
2020-12-29,131.42,12.91,215.84,166.1,275.27,38.82,87.36,222.0,229.57,87.53,110.33,158.31,207.15,530.869995,34.03,337.43,353.16,45.03,123.0,135.57,238.54,60.23,86.78,26.88,24.66
2020-12-30,130.3,13.11,213.46,164.29,270.39,39.34,86.29,231.59,229.65,86.57,110.64,158.72,211.0,524.59,34.3,346.08,354.8,45.0,122.42,137.25,237.7,60.17,87.25,26.86,25.1
2020-12-31,129.29,13.02,214.17,162.85,271.67,39.62,87.11,235.22,231.87,87.18,112.14,160.46,211.36,540.72998,33.98,347.43,357.0,44.99,123.64,138.42,238.03,60.44,88.81,27.15,23.549999
2021-01-04,126.1,13.08,209.62,159.33,267.47,38.47,85.79,243.26,228.45,86.01,111.09,157.29,210.42,522.859985,34.22,342.13,360.2,45.73,122.47,137.64,236.5,59.57,87.37,26.9,23.37
2021-01-05,127.66,13.37,209.82,160.93,269.49,38.73,86.48,245.04,227.47,86.64,111.69,158.07,207.28,520.799988,35.86,338.17,356.02,45.49,123.25,139.26,238.41,58.83,88.27,27.11,24.6
2021-01-06,123.36,12.58,204.38,156.92,261.87,38.5,85.63,251.99,230.27,86.36,116.93,156.17,205.45,500.48999,36.78,338.29,350.6,45.77,124.55,140.57,239.77,58.69,87.51,28.8,23.54
2021-01-07,127.57,13.31,210.19,158.11,267.27,40.12,88.19,272.01,232.88,88.94,120.77,157.6,206.6,508.89,37.07,340.97,348.61,45.77,123.38,141.05,238.6,59.16,88.44,29.44,25.0
2021-01-08,128.67,13.24,211.48,159.13,266.11,40.32,89.36,293.34,234.03,89.94,120.91,158.15,208.19,510.399994,37.48,344.86,350.52,45.76,123.33,140.76,241.13,59.45,88.91,29.14,25.2
2021-01-11,125.68,13.58,209.42,155.71,255.44,40.34,87.29,270.4,233.43,87.93,122.71,176.71,205.72,499.1,38.62,339.36,344.9,45.97,122.49,140.17,243.05,59.12,90.36,29.62,25.93
2021-01-12,125.5,13.45,206.96,156.04,249.72,40.66,86.35,283.15,233.03,86.92,124.64,169.93,201.82,494.25,39.48,334.21,345.08,46.49,121.78,139.08,247.62,58.55,90.99,30.15,26.18
2021-01-13,127.54,13.5,208.32,158.29,250.27,40.82,86.84,284.8,234.51,87.31,124.76,176.29,202.29,507.79,39.92,337.53,347.69,46.02,121.97,138.87,245.58,58.21,93.2,29.97,25.5
2021-01-14,125.61,13.16,205.12,156.37,244.3,40.91,86.03,281.67,235.02,86.6,125.49,177.43,195.06,500.859985,41.48,318.63,343.33,45.87,120.67,141.29,240.46,57.78,93.6,30.45,24.92
2021-01-15,123.88,12.82,204.76,155.21,249.99,40.34,85.87,275.39,233.49,86.41,123.24,181.3,194.8,497.98,39.48,315.05,343.15,45.14,119.77,140.98,246.96,57.95,92.67,29.57,25.639999
2021-01-19,124.56,12.99,208.41,156.04,259.68,41.56,88.69,281.52,234.55,89.12,122.7,188.63,194.86,501.769989,40.27,317.66,335.87,44.75,118.72,143.17,244.81,57.49,94.06,29.36,26.62
2021-01-20,128.65,13.33,216.02,163.17,266.02,41.79,93.44,283.48,234.76,93.91,120.86,191.27,199.07,586.34,40.84,326.4,342.34,45.41,117.23,142.81,245.8,57.74,94.43,28.97,26.34
2021-01-21,133.37,13.83,216.63,165.35,271.38,42.24,93.65,281.66,234.16,94.12,119.85,192.31,198.23,579.84,39.66,325.94,343.76,45.2,117.12,142.24,250.06,57.41,93.29,28.46,25.98
2021-01-22,135.51,13.68,217.57,164.61,273.0,42.07,94.06,282.21,232.92,94.61,118.93,195.91,195.21,565.169983,39.1,320.63,343.28,45.67,116.21,143.84,254.5,56.61,92.96,28.26,32.58
2021-01-25,139.26,13.62,221.02,164.7,276.49,42.05,94.15,293.6,233.01,94.53,117.44,201.81,194.21,556.78,38.67,320.83,342.89,45.63,118.22,145.98,255.46,57.12,92.65,27.91,36.23
2021-01-26,139.49,13.4,223.71,166.31,280.51,41.97,94.83,294.36,231.57,95.41,116.96,202.16,195.2,561.929993,37.82,319.38,345.82,46.03,118.98,149.94,253.24,57.96,91.23,27.72,35.369999
2021-01-27,138.42,12.88,224.26,161.63,270.66,40.24,90.4,288.05,227.36,91.11,113.65,197.27,188.4,523.28,37.39,307.48,337.68,44.89,114.77,147.65,245.58,58.67,86.19,26.72,39.0
2021-01-28,133.58,13.02,230.07,161.88,263.55,40.87,92.11,278.48,230.95,92.73,115.65,199.69,191.54,538.599976,37.97,316.04,338.32,44.86,116.54,148.78,249.16,57.42,87.38,27.16,35.66
2021-01-29,128.58,12.95,223.36,160.31,256.92,40.76,90.82,264.51,227.87,91.36,114.37,197.65,186.74,532.39,36.97,308.26,333.93,43.84,114.61,143.47,242.69,56.68,85.93,26.56,35.18
2021-02-01,130.71,13.2,230.76,167.14,260.58,42.23,94.09,279.94,229.32,94.63,115.22,193.06,191.67,539.039978,37.03,313.39,332.12,43.46,115.29,143.1,242.01,57.69,85.78,26.84,33.959999
2021-02-02,131.53,13.52,230.63,169.0,265.62,43.15,95.38,290.93,232.24,95.93,118.77,187.76,195.78,548.159973,37.62,325.88,336.92,43.93,115.13,141.82,243.89,58.5,86.76,27.8,31.02
2021-02-03,130.51,13.49,233.99,165.63,265.2,42.09,102.33,284.9,232.68,103.02,120.13,187.19,194.57,539.45,39.1,324.37,336.57,44.07,115.28,141.16,245.69,58.31,89.68,28.29,31.76
2021-02-04,133.87,13.63,233.04,166.55,265.04,42.58,102.07,283.33,235.77,102.64,122.89,191.61,202.2,552.159973,39.85,332.17,337.84,44.48,115.35,142.47,249.85,59.42,91.0,29.11,32.049999
2021-02-05,133.46,13.55,233.22,167.61,266.64,42.16,103.82,284.08,235.16,104.41,122.65,191.76,201.73,550.789978,41.18,330.15,337.19,45.05,115.83,144.63,249.89,59.65,91.17,29.0,34.049999
2021-02-08,133.6,14.4,233.48,166.15,265.13,42.77,103.6,287.81,237.42,104.16,124.57,195.56,199.92,547.919983,42.95,328.47,341.62,45.26,115.47,145.05,250.94,59.19,89.59,29.64,36.049999
2021-02-09,132.73,14.22,234.73,165.25,267.98,42.94,103.15,283.15,239.91,103.69,124.07,191.7,199.56,559.07,42.45,324.97,341.36,45.51,115.03,146.24,248.02,59.72,88.38,29.52,38.169998
2021-02-10,132.12,14.72,233.82,164.33,270.39,42.53,103.7,268.27,239.92,104.28,124.14,194.25,199.48,563.59,42.86,325.72,338.09,44.98,114.62,146.71,249.74,59.34,87.25,29.54,35.7
2021-02-11,131.87,15.21,235.42,163.11,268.91,43.28,103.81,270.55,239.76,104.3,123.8,193.33,203.88,557.59,41.79,334.16,334.37,44.95,114.72,146.05,248.28,58.81,86.99,29.45,33.11
2021-02-12,132.1,14.92,235.9,163.89,269.02,44.0,104.13,272.04,242.46,104.72,125.56,197.83,203.2,556.52,42.36,332.34,334.9,45.09,114.09,146.51,248.68,59.17,87.57,29.89,31.91
2021-02-16,129.97,15.29,234.66,163.45,272.48,44.25,104.91,265.41,245.28,105.61,128.58,196.37,201.21,557.28,43.63,332.54,336.08,45.46,114.35,145.18,246.78,58.28,87.37,30.7,27.84
2021-02-17,127.68,14.87,235.69,165.43,272.08,43.66,105.3,266.05,245.25,105.92,128.98,197.03,200.83,551.34,44.31,328.76,339.92,45.94,114.84,145.7,251.74,58.24,89.12,30.82,27.08
2021-02-18,126.58,14.79,235.29,166.41,267.92,43.73,104.66,262.46,243.5,105.37,129.41,191.94,202.61,548.219971,43.62,329.86,338.85,42.96,115.79,145.77,253.64,58.22,88.93,30.63,25.17
2021-02-19,126.73,14.89,232.57,162.49,260.13,44.33,103.82,260.43,241.85,104.57,131.57,191.75,198.14,540.219971,43.91,324.71,336.81,43.17,113.64,143.34,250.59,57.34,88.05,30.94,29.0
2021-02-22,122.96,14.32,226.33,159.04,258.91,43.1,102.1,238.17,244.97,102.76,132.81,191.52,201.61,533.78,45.53,332.01,332.48,42.97,113.16,143.25,247.19,60.45,89.77,31.49,28.0
