Date,AAPL,NVDA,MSFT,AMZN,META,AVGO,GOOGL,TSLA,GOOG,JPM,LLY,V,NFLX,XOM,MA,COST,WMT,PG,JNJ,HD,ORCL,ABBV,BAC,PLTR
9/30/2020,112.65,13.49,202,157.44,260.47,32.69,72.84,143,73.14,84.18,139.96,192.94,500.029999,27.64,328.78,327.15,43.5,122.82,130.04,247.51,55.56,71.62,21.45,9.5
10/1/2020,113.6,13.57,204.05,161.06,265.18,33.07,73.95,149.39,74.15,84.79,136.43,196.2,527.51,26.67,333.84,330.34,44.49,123.05,128.67,247.43,55.54,71.25,21.45,9.46
10/2/2020,109.94,13.02,198.03,156.25,258.52,32.01,72.35,138.36,72.58,85.6,137.3,194.38,503.059998,26.55,329.42,327.16,43.69,122.06,127.73,248.94,54.75,70.42,21.55,9.2
10/5/2020,113.32,13.6,202.05,159.96,263.21,32.85,73.7,141.89,73.95,87.41,138.64,196.38,520.65,27.16,333.72,330.45,44.09,123.18,129.47,251.42,55.43,71.9,21.92,9.03
10/6/2020,110.07,13.7,197.76,155,257.25,32.66,72.12,137.99,72.33,86.51,136.28,193.4,505.869995,26.88,328.06,330.24,43.73,123.37,127.75,246.4,55.38,70.23,21.7,9.9
10/7/2020,111.94,13.92,201.52,159.78,256.71,32.9,72.52,141.77,72.67,88.02,140.84,195.35,534.659973,26.97,334.35,334.54,43.81,124.34,129.16,252.04,56.61,71.2,22.15,10
10/8/2020,111.83,13.8,202.24,159.53,262.32,33.49,73.73,141.97,73.95,89.83,145.14,195.84,531.789978,28.39,335.96,336.45,43.95,125.18,130.05,253.58,56.89,71.42,22.47,10
10/9/2020,113.78,13.72,207.26,164.33,263.01,33.8,75.07,144.67,75.41,89.31,148.33,199.38,539.44,27.97,343,340.48,44.4,126.3,131.86,254.83,57.14,71.71,22.58,9.95
10/12/2020,121.01,14.18,212.63,172.15,274.25,34.31,77.76,147.43,78.09,90.41,146.07,199.14,539.809998,27.88,342.66,346.95,44.85,127.68,132.62,255.71,57.43,72.22,22.86,9.89
10/13/2020,117.8,14.21,214.04,172.18,274.63,34.23,77.89,148.88,78.21,88.94,141.9,197.14,554.09,27.55,336.63,350.82,45.47,127.44,129.58,258.78,56.97,71.82,22.21,9.47
10/14/2020,117.88,14.05,212.11,168.19,270.34,34.12,77.71,153.77,78.03,88.45,140.37,195.09,541.45,27.49,333.57,348.66,44.76,127.29,129.36,255.87,56.96,71.34,21.03,9.34
10/15/2020,117.42,13.93,210.96,166.93,265.26,34.09,77.31,149.63,77.6,89.77,138.78,192.53,541.94,27.73,329.55,347.04,44.94,127.1,128.56,256.27,56.55,70.64,21.5,9.91
10/16/2020,115.77,13.77,210.96,163.64,264.48,33.98,77.92,146.56,78.28,89.59,138.16,193.22,530.789978,27.45,330.36,351.61,45,127.6,129.36,256.38,56.33,71.5,21.58,9.71
10/19/2020,112.82,13.46,205.74,160.36,259.97,33.72,76.04,143.61,76.37,88.08,135.02,190.05,530.719971,26.9,322.84,346.1,44.45,125.4,126.05,252.88,55.71,69.88,21.12,9.57
10/20/2020,114.3,13.6,206.15,160.85,266.1,33.82,77.09,140.65,77.44,88.58,135.77,190.75,525.419983,27.13,322.88,348.63,44.74,125.91,126.26,254.93,55.83,69.83,21.49,9.27
10/21/2020,113.68,13.48,206.29,159.25,277.21,33.39,78.83,140.88,79.3,87.7,133.61,191.45,489.049988,26.69,324.54,348.18,44.9,126.59,125.71,253.57,55.75,68.7,21.41,9.2
10/22/2020,112.59,13.32,206.38,158.82,276.6,33.5,79.85,141.93,80.39,90.8,133.93,191.03,485.23,28.06,324.71,346.28,44.64,125.69,126.72,250.58,55.77,69.88,22.14,9.68
10/23/2020,111.9,13.55,207.67,160.22,283.24,33.44,81.16,140.21,81.67,91.62,134.62,191.05,488.279999,27.5,320.83,345.22,44.73,126.52,126.86,252.22,55.97,69.9,22.17,9.49
10/26/2020,111.91,13.1,201.76,160.35,275.6,32.57,78.74,140.09,79.15,89.35,133.98,186.28,488.23999,26.85,309.59,341.63,44.2,125.56,125.75,246.02,53.72,69.55,21.85,9.95
10/27/2020,113.42,13.36,204.81,164.32,281.74,32.26,79.47,141.56,79.84,87.66,124.71,183.38,488.929993,26.42,308.66,343.48,44.42,126.5,125.03,246.73,53.33,68.55,21.23,10.95
10/28/2020,108.17,12.59,194.65,158.14,266.21,31.15,75.09,135.34,75.48,85.2,124.16,174.51,486.23999,25.41,283.62,336.33,43.54,122.32,120.85,240.39,51.94,66.71,20.89,10.85
10/29/2020,112.17,12.99,196.61,160.55,279.3,31.85,77.38,136.94,77.99,85.76,125.33,178.37,504.209991,26.54,285.37,336.89,43.51,122.24,119.83,240.31,52.34,66.86,20.96,10.75
10/30/2020,105.89,12.5,194.45,151.81,261.67,31.37,80.32,129.35,80.67,86.52,123.35,175.32,475.73999,26.26,280.95,330.2,43.14,121.83,119.76,237.71,52.43,70.53,21.1,10.13
11/2/2020,105.8,12.54,194.32,150.22,259.93,31.52,80.73,133.5,80.92,88.48,124.46,178.25,484.119995,27.36,282.25,336.45,43.66,123.07,121.14,241.3,52.74,73.14,21.44,10.54
11/3/2020,107.43,12.98,198.26,152.42,263.85,31.74,81.79,141.3,82.13,91.26,123.84,181.72,487.22,26.9,287.52,343.44,44.4,125.49,120.97,247.21,53.07,72.9,21.98,10.5
11/4/2020,111.81,13.75,207.82,162.06,285.81,32.71,86.77,140.33,87.05,88.48,140.49,187.15,496.95,26.75,299.02,347.33,44.14,124.97,121.76,251.98,52.78,78.32,21.08,10.72
11/5/2020,115.78,14.12,214.45,166.1,293.07,34.17,87.6,146.03,87.76,92.09,137.59,190.69,513.76,26.7,308.1,355.69,44.61,126.52,122.07,254.76,52.94,77.65,21.91,11.88
11/6/2020,115.65,14.52,214.86,165.57,291.81,34.15,87.46,143.32,87.68,90.87,134.96,191.49,514.72998,26.39,305.29,356.09,45.33,127.27,124.25,253.33,53.07,76.96,21.64,13.83
11/9/2020,113.34,13.59,209.74,157.19,277.25,33.69,87.55,140.42,87.74,103.17,134.58,205.2,470.5,29.73,335.38,337.01,44.63,122.62,127.59,240.61,53.11,78.84,24.71,14.67
11/10/2020,113,12.73,202.65,151.75,270.94,32.58,86.37,136.79,86.61,102.83,138.57,205.81,480.23999,30.39,325.86,338.51,45.26,124.63,129.51,245.6,52.95,81.94,24.62,14
11/11/2020,116.43,13.38,207.97,156.87,274.97,33.73,86.84,139.04,87.23,101.3,136.87,205.22,490.76,30.08,323.54,344.33,46.01,126.24,129.09,247.55,53.45,81.35,24.34,15.96
11/12/2020,116.16,13.42,206.91,155.51,273.58,33.21,86.62,137.25,87.08,100.05,134.03,201.24,486.769989,29.05,319.55,346.9,46.09,126.31,129.53,246.2,52.74,80.89,23.76,14.58
11/13/2020,116.21,13.26,207.94,156.44,275.44,33.51,88.08,136.17,88.44,100.68,135.31,203.39,482.839996,29.75,326.11,349.79,46.81,128.21,130.93,247.03,53.17,82.09,24.04,15.8
11/16/2020,117.22,13.47,208.63,156.55,277.44,34.17,88.17,136.03,88.65,103.52,133.61,205.53,479.1,31.46,326.52,350.67,47.4,126.56,131.76,249.17,53.4,81.52,24.55,15.93
11/17/2020,116.33,13.38,205.97,156.78,273.5,34.15,87.56,147.2,88.1,102.47,134.19,203.61,480.63,31.88,327.54,352.64,46.45,126.07,130.45,242.84,53.37,82.23,24.53,17.85
11/18/2020,115.01,13.39,203.25,155.27,270.49,34.15,86.51,162.21,86.93,101.71,133.21,200.83,481.79,30.68,326.99,352.92,46.36,124.14,128.72,240.49,52.56,81.82,24.02,17.9
11/19/2020,115.6,13.4,204.54,155.85,271.45,34.48,87.4,166.42,87.79,101.99,136.29,200.57,484.67,30.83,324.99,354.13,47.3,123.99,128.52,241.47,52.74,82.61,24.02,18.98
11/20/2020,114.34,13.05,202.59,154.97,268.23,34.39,86.3,163.2,86.7,101.11,138.27,197.01,488.23999,30.46,314.4,351.9,46.72,123.78,127.84,240.47,52.04,83.58,23.87,18.15
11/23/2020,110.93,13.1,202.32,154.92,266.97,34.72,85.86,173.95,86.34,104.03,136.26,201.14,476.619995,32.45,323.2,352.44,46.93,123.3,126.53,241.89,52.4,84.69,24.38,21.04
11/24/2020,112.22,12.92,205.93,155.9,275.41,35.19,87.67,185.13,88.03,108.84,137.71,202.61,482.88,34.61,333.27,354.76,47.06,122.9,126.53,243.59,53.79,86.16,25.8,23.82
11/25/2020,113.06,13.2,205.94,159.25,274.09,35.06,87.68,191.33,88.16,107.7,137.57,203.78,485,33.65,332.23,358.02,47.21,123.23,126.37,244.17,53.64,86.36,25.84,29.049999
11/27/2020,113.6,13.22,207.25,159.77,276.29,35.43,88.82,195.25,89.24,106.98,140.12,203.89,491.359985,33.14,330.04,358.61,47.14,123.17,126.65,245.98,53.97,86.93,25.81,27.66
11/30/2020,116,13.36,206.13,158.4,275.46,36.03,87.2,189.2,87.63,104.03,138.42,203.26,490.7,31.44,327.55,361.73,47.51,123.4,127.25,247.24,53.93,86.68,25.07,27.11
12/1/2020,119.58,13.35,208.19,161,284.99,36.3,89.23,194.92,89.49,105.68,138.34,204.08,504.579987,31.74,329.85,367.22,47.46,123.84,129.68,246.52,54.88,86.23,25.54,25.67
12/2/2020,119.93,13.5,207.38,160.18,285.95,36.22,90.7,189.61,90.97,107.71,137.96,203.1,503.38,32.93,331.16,363.37,46.8,122.95,130.29,242.94,55.2,87.02,25.87,22.51
12/3/2020,119.79,13.36,206.3,159.34,280.31,35.87,90.55,197.79,90.91,107,136.96,201.04,497.519989,33.15,326.21,354.42,46.42,122.04,131.05,240.28,55.38,86.81,25.9,24.03
12/4/2020,119.12,13.52,206.41,158.13,278.17,36.94,90.64,199.68,90.97,107.97,141.08,205.51,498.309998,34.36,335.18,353.83,46.3,122.16,132.16,236.56,56.02,88.91,26.24,23.85
12/7/2020,120.58,13.57,206.34,157.9,284.02,37.76,90.31,213.92,90.55,107.56,140.1,205.48,515.78,33.72,331.88,353.74,46.05,122.34,131.02,235.35,55.87,87.72,26.06,28.94
12/8/2020,121.2,13.31,208,158.86,281.85,37.99,90.03,216.63,90.51,107.67,141.89,205.6,512.659973,34.83,331.71,357.78,46.47,122.67,133.29,234.53,55.16,89.25,25.92,28.59
12/9/2020,118.66,12.9,203.95,155.21,276.4,37.34,88.36,201.49,88.79,106.83,150.16,202.52,493.6,35.29,327.88,354.64,46.1,121.21,134.65,237.99,55.81,90.07,25.8,26.629999
12/10/2020,120.08,12.94,202.71,155.07,275.61,36.79,87.86,209.02,88.36,106.14,153.01,200.61,501.089996,36.28,322.69,353.22,45.89,120.41,133.9,237.3,55.58,89.09,26.08,27.04
12/11/2020,119.28,12.98,205.35,155.82,272.06,36.41,88.21,203.33,88.67,105.52,152.1,199.29,503.22,36.11,318.7,355.41,45.88,121.3,134.52,237.07,56.63,88.14,25.59,27.2
12/14/2020,118.66,13.27,206.26,157.85,272.69,36.95,87.09,213.28,87.59,104.4,150.07,200.27,522.419983,34.81,322.33,354.73,45.45,120.72,131.11,237.99,56.77,86.36,25.28,27.24
12/15/2020,124.61,13.32,206.19,158.26,274.05,37.51,87.53,211.08,87.98,106.19,159.12,201.34,519.78,35.48,324.76,352.36,45.43,121.43,132.43,240.14,57.8,85.22,25.66,26.43
12/16/2020,124.54,13.21,211.15,162.05,274.17,38.12,87.34,207.59,87.74,106.5,163.51,201.25,524.83,36.03,323.25,350.05,45.39,121.98,131.64,241.58,58.66,86.73,25.73,25.92
12/17/2020,125.4,13.31,211.28,161.8,272.98,38.23,86.51,218.63,86.99,105.61,164.06,204.06,532.9,35.85,327.93,350.85,45.59,122.85,135.11,245.51,59.43,86.93,25.83,27.23
12/18/2020,123.41,13.24,210.48,160.08,274.89,39.32,85.8,231.67,86.15,105.09,162.89,204.19,534.45,35.23,331.27,347.74,45.55,123.55,135.89,242.35,60.79,86.57,25.68,25.969999
12/21/2020,124.95,13.3,214.34,160.31,271.3,38.81,86.21,216.62,86.56,109.04,160.4,201.97,528.909973,34.59,325.46,345.81,45.55,122.2,134.58,242.84,60.25,85.96,26.64,28.51
12/22/2020,128.5,13.24,215.64,160.33,265.63,39.19,85.5,213.45,85.78,107.38,158.45,198.9,527.33,34,323.39,343.03,45,121.34,134.32,241.99,60.87,85.2,26.17,28.04
12/23/2020,127.61,12.97,212.82,159.26,266.65,38.5,85.9,215.33,86.22,110.38,157.27,198.38,514.47998,34.44,320.46,342.9,44.7,121.15,133.63,241.78,61.01,85.6,26.92,28.69
12/24/2020,128.59,12.96,214.49,158.63,265.94,39.04,86.19,220.59,86.53,109.89,158.39,201.67,513.969971,34.3,327.05,345.44,44.78,122.38,134.1,242.77,60.7,85.58,26.84,27.75
12/28/2020,133.19,12.87,216.62,164.2,275.49,39.08,88.17,221.23,88.39,110.62,158.24,205.46,519.119995,34.41,335.3,351.58,45.32,123.23,134.73,241.28,60.61,85.74,26.99,25.629999
12/29/2020,131.42,12.91,215.84,166.1,275.27,38.82,87.36,222,87.53,110.33,158.31,207.15,530.869995,34.03,337.43,353.16,45.03,123,135.57,238.54,60.23,86.78,26.88,24.66
12/30/2020,130.3,13.11,213.46,164.29,270.39,39.34,86.29,231.59,86.57,110.64,158.72,211,524.59,34.3,346.08,354.8,45,122.42,137.25,237.7,60.17,87.25,26.86,25.1
12/31/2020,129.29,13.02,214.17,162.85,271.67,39.62,87.11,235.22,87.18,112.14,160.46,211.36,540.72998,33.98,347.43,357,44.99,123.64,138.42,238.03,60.44,88.81,27.15,23.549999
1/4/2021,126.1,13.08,209.62,159.33,267.47,38.47,85.79,243.26,86.01,111.09,157.29,210.42,522.859985,34.22,342.13,360.2,45.73,122.47,137.64,236.5,59.57,87.37,26.9,23.37
1/5/2021,127.66,13.37,209.82,160.93,269.49,38.73,86.48,245.04,86.64,111.69,158.07,207.28,520.799988,35.86,338.17,356.02,45.49,123.25,139.26,238.41,58.83,88.27,27.11,24.6
1/6/2021,123.36,12.58,204.38,156.92,261.87,38.5,85.63,251.99,86.36,116.93,156.17,205.45,500.48999,36.78,338.29,350.6,45.77,124.55,140.57,239.77,58.69,87.51,28.8,23.54
1/7/2021,127.57,13.31,210.19,158.11,267.27,40.12,88.19,272.01,88.94,120.77,157.6,206.6,508.89,37.07,340.97,348.61,45.77,123.38,141.05,238.6,59.16,88.44,29.44,25
1/8/2021,128.67,13.24,211.48,159.13,266.11,40.32,89.36,293.34,89.94,120.91,158.15,208.19,510.399994,37.48,344.86,350.52,45.76,123.33,140.76,241.13,59.45,88.91,29.14,25.2
1/11/2021,125.68,13.58,209.42,155.71,255.44,40.34,87.29,270.4,87.93,122.71,176.71,205.72,499.1,38.62,339.36,344.9,45.97,122.49,140.17,243.05,59.12,90.36,29.62,25.93
1/12/2021,125.5,13.45,206.96,156.04,249.72,40.66,86.35,283.15,86.92,124.64,169.93,201.82,494.25,39.48,334.21,345.08,46.49,121.78,139.08,247.62,58.55,90.99,30.15,26.18
1/13/2021,127.54,13.5,208.32,158.29,250.27,40.82,86.84,284.8,87.31,124.76,176.29,202.29,507.79,39.92,337.53,347.69,46.02,121.97,138.87,245.58,58.21,93.2,29.97,25.5
1/14/2021,125.61,13.16,205.12,156.37,244.3,40.91,86.03,281.67,86.6,125.49,177.43,195.06,500.859985,41.48,318.63,343.33,45.87,120.67,141.29,240.46,57.78,93.6,30.45,24.92
1/15/2021,123.88,12.82,204.76,155.21,249.99,40.34,85.87,275.39,86.41,123.24,181.3,194.8,497.98,39.48,315.05,343.15,45.14,119.77,140.98,246.96,57.95,92.67,29.57,25.639999
1/19/2021,124.56,12.99,208.41,156.04,259.68,41.56,88.69,281.52,89.12,122.7,188.63,194.86,501.769989,40.27,317.66,335.87,44.75,118.72,143.17,244.81,57.49,94.06,29.36,26.62
1/20/2021,128.65,13.33,216.02,163.17,266.02,41.79,93.44,283.48,93.91,120.86,191.27,199.07,586.34,40.84,326.4,342.34,45.41,117.23,142.81,245.8,57.74,94.43,28.97,26.34
1/21/2021,133.37,13.83,216.63,165.35,271.38,42.24,93.65,281.66,94.12,119.85,192.31,198.23,579.84,39.66,325.94,343.76,45.2,117.12,142.24,250.06,57.41,93.29,28.46,25.98
1/22/2021,135.51,13.68,217.57,164.61,273,42.07,94.06,282.21,94.61,118.93,195.91,195.21,565.169983,39.1,320.63,343.28,45.67,116.21,143.84,254.5,56.61,92.96,28.26,32.58
1/25/2021,139.26,13.62,221.02,164.7,276.49,42.05,94.15,293.6,94.53,117.44,201.81,194.21,556.78,38.67,320.83,342.89,45.63,118.22,145.98,255.46,57.12,92.65,27.91,36.23
1/26/2021,139.49,13.4,223.71,166.31,280.51,41.97,94.83,294.36,95.41,116.96,202.16,195.2,561.929993,37.82,319.38,345.82,46.03,118.98,149.94,253.24,57.96,91.23,27.72,35.369999
1/27/2021,138.42,12.88,224.26,161.63,270.66,40.24,90.4,288.05,91.11,113.65,197.27,188.4,523.28,37.39,307.48,337.68,44.89,114.77,147.65,245.58,58.67,86.19,26.72,39
1/28/2021,133.58,13.02,230.07,161.88,263.55,40.87,92.11,278.48,92.73,115.65,199.69,191.54,538.599976,37.97,316.04,338.32,44.86,116.54,148.78,249.16,57.42,87.38,27.16,35.66
1/29/2021,128.58,12.95,223.36,160.31,256.92,40.76,90.82,264.51,91.36,114.37,197.65,186.74,532.39,36.97,308.26,333.93,43.84,114.61,143.47,242.69,56.68,85.93,26.56,35.18
2/1/2021,130.71,13.2,230.76,167.14,260.58,42.23,94.09,279.94,94.63,115.22,193.06,191.67,539.039978,37.03,313.39,332.12,43.46,115.29,143.1,242.01,57.69,85.78,26.84,33.959999
2/2/2021,131.53,13.52,230.63,169,265.62,43.15,95.38,290.93,95.93,118.77,187.76,195.78,548.159973,37.62,325.88,336.92,43.93,115.13,141.82,243.89,58.5,86.76,27.8,31.02
2/3/2021,130.51,13.49,233.99,165.63,265.2,42.09,102.33,284.9,103.02,120.13,187.19,194.57,539.45,39.1,324.37,336.57,44.07,115.28,141.16,245.69,58.31,89.68,28.29,31.76
2/4/2021,133.87,13.63,233.04,166.55,265.04,42.58,102.07,283.33,102.64,122.89,191.61,202.2,552.159973,39.85,332.17,337.84,44.48,115.35,142.47,249.85,59.42,91,29.11,32.049999
2/5/2021,133.46,13.55,233.22,167.61,266.64,42.16,103.82,284.08,104.41,122.65,191.76,201.73,550.789978,41.18,330.15,337.19,45.05,115.83,144.63,249.89,59.65,91.17,29,34.049999
2/8/2021,133.6,14.4,233.48,166.15,265.13,42.77,103.6,287.81,104.16,124.57,195.56,199.92,547.919983,42.95,328.47,341.62,45.26,115.47,145.05,250.94,59.19,89.59,29.64,36.049999
2/9/2021,132.73,14.22,234.73,165.25,267.98,42.94,103.15,283.15,103.69,124.07,191.7,199.56,559.07,42.45,324.97,341.36,45.51,115.03,146.24,248.02,59.72,88.38,29.52,38.169998
2/10/2021,132.12,14.72,233.82,164.33,270.39,42.53,103.7,268.27,104.28,124.14,194.25,199.48,563.59,42.86,325.72,338.09,44.98,114.62,146.71,249.74,59.34,87.25,29.54,35.7
2/11/2021,131.87,15.21,235.42,163.11,268.91,43.28,103.81,270.55,104.3,123.8,193.33,203.88,557.59,41.79,334.16,334.37,44.95,114.72,146.05,248.28,58.81,86.99,29.45,33.11
2/12/2021,132.1,14.92,235.9,163.89,269.02,44,104.13,272.04,104.72,125.56,197.83,203.2,556.52,42.36,332.34,334.9,45.09,114.09,146.51,248.68,59.17,87.57,29.89,31.91
2/16/2021,129.97,15.29,234.66,163.45,272.48,44.25,104.91,265.41,105.61,128.58,196.37,201.21,557.28,43.63,332.54,336.08,45.46,114.35,145.18,246.78,58.28,87.37,30.7,27.84
2/17/2021,127.68,14.87,235.69,165.43,272.08,43.66,105.3,266.05,105.92,128.98,197.03,200.83,551.34,44.31,328.76,339.92,45.94,114.84,145.7,251.74,58.24,89.12,30.82,27.08
2/18/2021,126.58,14.79,235.29,166.41,267.92,43.73,104.66,262.46,105.37,129.41,191.94,202.61,548.219971,43.62,329.86,338.85,42.96,115.79,145.77,253.64,58.22,88.93,30.63,25.17
2/19/2021,126.73,14.89,232.57,162.49,260.13,44.33,103.82,260.43,104.57,131.57,191.75,198.14,540.219971,43.91,324.71,336.81,43.17,113.64,143.34,250.59,57.34,88.05,30.94,29
2/22/2021,122.96,14.32,226.33,159.04,258.91,43.1,102.1,238.17,102.76,132.81,191.52,201.61,533.78,45.53,332.01,332.48,42.97,113.16,143.25,247.19,60.45,89.77,31.49,28
2/23/2021,122.82,14.1,225.14,159.73,264.4,42.7,102.39,232.95,103.06,133.88,193.24,205.28,546.15,46.16,341.52,324.83,42.28,114,141.99,239.48,60.5,89.11,31.82,26.75
2/24/2021,122.32,14.46,226.37,157.98,262.87,43.51,103.57,247.34,104.27,136.23,195.18,212.36,553.409973,47.54,357.99,323.46,41.57,114.12,143.89,232.96,60.68,91.14,32.59,26.389999
2/25/2021,118.07,13.27,221.01,152.86,253.3,41.37,100.2,227.41,101.1,134.38,194.51,206.87,546.7,46.75,345.56,317,41.18,113.16,144.04,228.73,61.25,90,32.19,23.959999
2/26/2021,118.33,13.68,224.28,154.65,256.21,42.52,100.49,225.17,101.37,130.82,195.54,205.55,538.849976,45.59,344.86,314.25,40.55,110.43,140.24,231.5,60.51,90.34,31.09,23.9
3/1/2021,124.7,13.8,228.68,157.31,263.46,44.3,102.87,239.48,103.59,133.78,197.04,209.65,550.64,47.29,353.68,314.98,41,111.11,141,234.44,62.06,90.9,32.06,24.809999
3/2/2021,122.1,13.37,225.72,154.73,257.59,43.47,102.61,228.81,103.31,133.34,194.82,208.82,547.82,47.01,353.6,311.83,40.6,110.76,140.73,233.25,62.52,90.43,31.83,24.48
3/3/2021,119.11,12.77,219.63,150.25,254.02,41.9,99.97,217.73,100.87,135.92,192.78,207.93,520.7,47.39,351.1,307.52,39.82,110.1,138.25,230.62,62.76,89.48,32.62,23.59
3/4/2021,117.23,12.34,218.82,148.88,256.23,40.14,101.09,207.15,101.97,133.83,191.38,204.69,511.29,49.23,340.62,302.89,39.8,109.2,135.47,224.86,61.54,88.59,32.86,24.73
3/5/2021,118.49,12.43,223.52,150.02,262.84,40.72,104.23,199.32,104.94,134.14,197.47,208.47,516.39,51.09,351.71,301.26,40.3,112.62,138.15,227.18,65.63,89.47,33.25,23.95
3/8/2021,113.55,11.56,219.46,147.6,253.92,38.12,99.78,187.67,100.74,135.92,197.58,213.18,493.329987,51.04,361.9,295.66,39.91,113.81,139.3,232.12,67.68,88.97,33.43,22.52
3/9/2021,118.16,12.49,225.63,153.14,264.29,40.14,101.41,224.53,102.16,134.96,196.7,213.26,506.44,50.25,366.96,302.64,40.22,112.8,139.56,237.43,68.13,89.54,32.7,24.26
3/10/2021,117.08,12.44,224.32,152.88,263.45,39.59,101.2,222.69,102.27,137.9,196.07,215.98,504.54,51.79,372,307.44,41.25,113.84,140.85,240.08,67.64,90.56,33.64,24.75
3/11/2021,119.01,12.96,228.86,155.68,272.39,41.05,104.4,233.2,105.25,137.17,195.84,218.87,523.059998,51.41,374.62,312.02,41.23,113.45,140.84,242.43,63.23,90.45,33.53,26.73
3/12/2021,118.11,12.83,227.53,154.47,266.94,40.82,101.89,231.24,102.62,138.8,198.58,217.14,518.02,51.96,372.99,314.38,41.86,114.55,141.24,246.26,62.99,90.74,34.16,26.92
3/15/2021,121,13.16,226.62,154.08,272.26,42.6,102.11,235.98,102.84,138.11,180.52,216.08,520.25,50.63,372.06,313.78,41.64,114.93,141.97,251.17,63.53,92.45,33.98,26.79
3/16/2021,122.54,13.26,229.42,154.59,277.76,43.27,103.57,225.63,104.14,136.45,182.18,217.46,524.03,49.56,372.67,310.69,41.63,115.27,142.81,254.36,62.7,92.94,33.89,25.61
3/17/2021,121.75,13.31,228.78,156.79,282.46,43.76,103.49,233.94,104.06,137.86,178.2,215.84,524.44,49.78,369.06,312.53,41.28,114.8,142.28,252.51,62.11,88.08,34.16,25.209999
3/18/2021,117.62,12.69,222.68,151.4,277.1,42,100.46,217.72,101.34,140.14,175.53,213.55,504.79,47.63,357.68,306.63,40.74,115.05,142.01,255.33,62.6,87.01,35.06,23.98
3/19/2021,117.09,12.82,222.32,153.75,288.53,43.26,100.74,218.29,101.68,137.9,175.88,200.24,512.179993,47.36,347.45,312.26,41.28,114.44,141.63,260.69,62.15,86.72,34.69,24.32
3/22/2021,120.41,13.16,227.76,155.54,291.94,43.34,100.93,223.33,101.46,134.2,177.35,201.3,523.109985,46.88,349.3,317.56,41.48,116.38,142.04,260.55,62.2,88.8,33.9,24.219999
3/23/2021,119.58,13.04,229.3,156.88,289.04,42.31,101.46,220.72,102.17,132.85,175.29,201.45,535.09,46.3,346.25,323.11,41.97,118.54,141.91,261.48,63.1,87.91,33.22,23.26
3/24/2021,117.19,12.61,227.25,154.35,280.6,41.69,101.02,210.09,101.77,133.89,171.94,201.37,520.809998,47.24,350.51,320.93,41.71,118.5,143.29,263.98,62.68,86.42,33.22,21.879999
3/25/2021,117.68,12.51,224.24,152.31,277.22,42.1,101.02,213.46,101.74,135.6,174.73,201.27,502.859985,47.1,349.26,328.81,42,119.33,143.34,267.98,64.37,87.1,33.9,22.58
3/26/2021,118.28,12.81,228.23,152.6,281.48,43.95,100.63,206.24,101.31,137.86,176.85,206.65,508.049988,48.39,356.84,334.2,42.35,121.09,145.96,273.95,65.89,88.86,34.82,22.58
3/29/2021,118.46,12.92,227.04,153.79,289.23,43.09,101.68,203.76,102.32,135.72,177.83,207.6,513.95,48.13,353.69,338.12,42.83,122.98,146.94,272.5,66.72,89.49,34.49,21.73
3/30/2021,117,12.84,223.77,152.76,286.43,41.59,101.71,211.87,102.3,137.32,177.03,205.08,513.39,47.53,349.1,332.05,42.54,121.09,146.03,274.86,66.17,89.54,35.1,22.04
3/31/2021,119.2,13.32,227.55,154.7,292.92,42.28,102.51,222.64,102.95,135.32,178.29,204.91,521.659973,46.81,347.01,334.64,42.57,121.07,145.45,275.25,65.82,90.74,34.83,23.29
4/1/2021,120.03,13.78,233.9,158.05,297.03,43.4,105.85,220.58,106.39,136.63,176.78,209.88,539.419983,48.12,354.07,336.97,42.5,120.04,144.1,277.51,67.35,90.99,35.55,23.07
4/5/2021,122.86,13.95,240.39,161.34,307.22,44.54,110.29,230.35,110.76,137.36,176.45,211.99,540.669983,47.37,358.96,342.56,43.69,121.98,144.63,284.4,69.56,89,35.83,23.44
4/6/2021,123.16,13.83,239.22,161.19,304.59,44.12,109.8,230.54,110.72,136.39,174.45,211.61,544.53,47.24,360.18,341.89,43.9,122.03,144.6,282.94,69.67,88.36,35.73,23.27
4/7/2021,124.81,14.11,241.19,163.97,311.38,43.99,111.28,223.66,111.96,138.53,174,212.21,546.98999,47.45,361.65,340.65,43.81,122.24,144.79,281.76,69.77,88.22,36.05,22.9
4/8/2021,127.21,14.28,244.42,164.96,311.31,44.27,111.85,227.93,112.74,138.7,174.27,213.59,554.58,46.95,368.58,342.94,43.78,122.7,144.23,283.53,70.91,88.97,35.74,23.41
4/9/2021,129.78,14.37,246.93,168.61,310.76,44.23,112.86,225.67,113.76,139.74,176.07,215.35,555.309998,46.84,370.87,344.83,43.8,121.91,142.7,287.86,71.2,90.17,36,24.04
4/12/2021,128.07,15.17,246.99,168.97,309.84,44.1,111.56,233.99,112.21,139.44,173.52,214.34,552.78,46.53,370.63,346.35,43.81,122.4,143.05,289.27,71.7,90.77,36.06,23.34
4/13/2021,131.18,15.64,249.48,170,308.07,44.22,112.05,254.11,112.83,137.78,174.2,213.9,553.72998,46.71,368.96,346.72,43.68,120.78,141.14,288.91,72.22,90.74,35.4,25.42
