Date,AAPL,NVDA,MSFT,AMZN,META,AVGO,GOOGL,TSLA,GOOG,JPM,LLY,V,NFLX,XOM,MA,COST,WMT,PG,JNJ,HD,ORCL,ABBV,BAC,PLTR
5/24/2024,188.88,106.43,426.89,180.75,476.12,139.07,173.95,179.24,175.51,195.22,800.18,272.03,646.75,108.59,447.93,804.45,64.57,160.29,142.33,315.25,121.29,150.26,38.52,21.01
5/28/2024,188.89,113.86,427.05,182.15,477.81,139.54,175.35,176.75,177.19,194.04,800.61,268.55,649,109.97,441.88,807.87,64.23,158.14,139.82,318.74,122.85,148.61,38.15,21.05
5/29/2024,189.19,114.78,425.9,182.02,472.27,137.38,174.85,176.19,176.57,192.69,804.25,266.45,654.62,108.79,439.29,801.26,64.11,156.72,139.88,316.04,122.11,148.08,37.57,20.94
5/30/2024,190.18,110.46,411.51,179.32,464.99,134.76,171.08,178.79,172.75,193.88,807.75,268.87,647.66,109.13,438.92,810.02,64.08,157.62,140.7,321.43,115.55,149.54,37.48,21.73
5/31/2024,191.14,109.59,411.97,176.44,464.78,131.24,171.47,178.08,173.15,197.09,812.98,270.02,641.62,112.26,443.85,804.61,64.94,159.52,142.04,326.98,115.65,154.26,38.8,21.68
6/3/2024,192.91,114.95,410.37,178.34,475.39,130.59,172.14,176.29,173.61,196.3,823.8,267.96,633.79,109.57,440,810.07,65,159.63,143.08,320.29,117.71,153.25,38.69,21.32
6/4/2024,193.23,116.39,412.9,179.34,474.89,131.47,172.75,174.77,174.31,193.71,825.12,269.98,631.62,107.87,441.57,822,65.77,161.92,143.14,320.53,118.49,155.12,38.5,22.1
6/5/2024,194.74,122.39,420.78,181.28,492.88,139.6,174.36,175,176.24,191.86,824.3,272.04,650.27,108.3,443.45,828.86,66.25,160.99,141.36,322.48,121.02,158.27,38.77,22.96
6/6/2024,193.36,120.95,421.29,185,491.59,138.43,175.68,177.94,177.52,191.52,829.78,274.56,648.52,109.11,445.45,837.15,66.31,163.33,141.8,323.3,121.88,161.27,38.52,23.79
6/7/2024,195.75,120.84,420.63,184.3,490.79,138.96,173.42,177.48,175.13,194.48,842.36,276.17,641.47,107.95,446.55,840.07,65.06,161.97,142.44,319.33,124.27,162.08,38.83,23.31
6/10/2024,192,121.74,424.61,187.06,500.39,142.3,174.17,173.79,176,194.15,857.24,272.58,644.5,108.26,446.02,842.81,66.13,162.25,142.49,324.73,122.86,163.08,38.72,23.13
6/11/2024,205.95,120.87,429.39,187.23,505.24,144.33,175.77,170.66,177.56,189.04,858.05,272.21,648.55,107.39,445.81,843.77,65.9,162.37,142.13,327.81,122.25,160.44,37.93,23.85
6/12/2024,211.84,125.16,437.7,186.89,506.6,147.74,176.93,177.29,178.92,186.29,859.52,267.9,650.06,106.2,439.81,842.28,65.48,160.15,140.82,336.04,138.54,158.9,38.47,23.77
6/13/2024,213,129.57,438.22,183.83,501.88,165.87,174.32,182.47,176.11,188.36,875.4,268.76,653.26,105.35,441.8,840.44,65.87,161.34,140.86,339.69,138.01,159.35,38.32,23.27
6/14/2024,211.26,131.84,439.2,183.66,502.44,171.4,175.94,178.01,177.74,188.48,870.57,268.23,669.38,104.46,441.43,850.09,66.18,161.71,140.95,338.67,136.31,161.29,38.3,23.57
6/17/2024,215.42,130.94,444.96,184.06,504.9,180.67,176.39,187.44,178.15,189.65,877.07,268.74,675.83,103.74,444.89,862.25,66.58,162.39,141.34,341.27,139.45,162.33,38.56,25.02
6/18/2024,213.05,135.54,442.94,182.81,497.79,178.07,174.25,184.86,175.82,191.61,883.46,271.17,685.67,104.72,446.87,865.07,66.76,163.42,141.05,345.54,142.74,163.94,39.03,25.82
6/20/2024,208.47,130.74,442.31,186.1,499.99,171.36,175.45,181.57,177.08,193.24,878.04,274.34,679.03,106.98,449.26,856.82,67.16,162.56,143.12,345.12,141.03,164.67,39.03,25.56
6/21/2024,206.29,126.53,446.36,189.08,493.09,163.85,178.76,183.01,179.62,190.93,875.95,272.75,686.12,106.04,451.58,842.78,67.06,163.13,144.06,347.42,139.64,163.01,38.55,23.84
6/24/2024,206.94,118.07,444.26,185.57,497.21,157.79,178.36,182.58,180.15,193.44,882.12,273.82,669.02,109.19,453.67,842.63,68.04,163.32,144.41,342.62,138.05,165.26,39.06,24.16
6/25/2024,207.86,126.05,447.52,186.34,508.86,156.66,183.14,187.35,184.92,192.65,896.49,271.08,672.41,109.5,452.37,849.93,66.58,161.76,142.55,330.35,137.34,163.35,38.44,24.56
6/26/2024,212.02,126.36,448.72,193.61,511.37,157.77,182.99,196.37,184.71,192.03,893.17,271.15,677.69,109.54,449.13,851.25,67.44,162.35,142.19,333.77,136.41,163.74,38.07,24.1
6/27/2024,212.86,123.95,449.4,197.85,517.79,157.25,184.52,197.42,186.2,193.72,900.88,264.2,684.34,110,439.57,845.07,67.03,161.54,141.2,333.45,138.34,161.67,38.31,25.22
6/28/2024,209.4,123.5,443.55,193.25,502.5,159.11,181.27,197.88,182.77,196.73,897.25,260.12,674.88,110.22,437.99,844.45,66.87,159.89,141.55,336.13,139.34,164.09,38.82,25.33
7/1/2024,215.5,124.26,453.25,197.2,502.96,162.61,182.11,209.86,183.84,199.83,906.16,260.88,673.61,110.06,434.46,840.16,66.64,157.76,141.82,328.27,141.21,162.99,39.05,25.88
7/2/2024,219,122.63,455.79,200,507.76,164.26,184.35,231.26,185.95,203.12,898.57,265.83,679.58,109.32,441.45,853.76,67.22,158.9,141.42,327.08,141.4,158.77,39.95,25.83
7/3/2024,220.27,128.24,457.26,197.59,508.22,171.37,184.92,246.39,186.72,202.98,890.04,266.58,682.51,109.87,444.96,857.04,67.39,158.84,141.09,325.78,142.48,156.74,39.92,25.85
7/5/2024,225.03,125.79,464,200,538.07,168.8,189.68,251.52,191.28,200.29,906.36,267.94,690.65,108.54,446.26,879.9,69.17,160.17,141.86,326.7,142.93,160.01,39.44,27.23
7/8/2024,226.5,128.16,462.69,199.29,527.51,173.02,188.12,252.94,189.8,200.66,909.76,264.01,685.74,107.4,443.03,875.1,68.81,161.44,140.89,331.6,143.12,159.31,39.65,27.7
7/9/2024,227.36,131.34,456.04,199.34,528.19,171.78,188.07,262.33,189.76,203.07,924.13,263.06,685.74,106.21,442.16,881.07,69.03,160.61,142.41,329.15,138.83,160.77,40.43,27.39
7/10/2024,231.63,134.87,462.7,199.79,532.87,172.91,190.26,263.26,191.98,203.24,931.35,260.64,677.65,107.15,431.16,878.54,69.53,161.72,144.71,336.08,140.2,160.86,40.74,28.42
7/11/2024,226.25,127.36,451.24,195.05,510.95,169.07,184.68,241.03,186.64,202.89,925.76,260.2,652.75,108.43,433.92,841.07,68.93,160.49,144.98,345.46,141.28,162.55,40.81,27.64
7/12/2024,229.21,129.2,450.1,194.49,497.17,168.54,184.18,248.23,186.12,200.44,939.89,263.36,647.6,108.44,437.59,837.4,68.38,161.53,145.15,351.3,143.27,162.9,40.6,28.07
7/15/2024,233.04,128.4,450.51,192.72,494.47,169.88,185.63,252.64,187.52,205.44,941.93,266.04,656.45,110.3,441.46,843.2,68.74,159.56,144.53,350.02,141.59,162.23,40.89,28.67
7/16/2024,233.46,126.32,446.1,193.02,488.12,167.86,183.03,256.56,184.84,208.93,933.15,266.84,656.32,111.1,440.99,845.22,69.12,161.86,146.25,360.43,141.13,163.36,43.07,28.67
7/17/2024,227.56,117.95,440.15,187.93,460.41,154.58,180.15,248.5,181.97,212.11,897.46,270.26,647.46,112.63,448.58,840.76,70.15,164.28,151.64,363.13,137.82,169.22,42.93,28.22
7/18/2024,222.88,121.05,437.02,183.75,474.23,159.08,176.83,249.23,178.58,205.37,841.28,266.74,643.04,113.74,446.15,833.9,69.94,163.31,150.52,357.46,136.6,165.23,41.98,28.64
7/19/2024,223.01,117.89,433.78,183.13,475.16,155.94,176.8,239.2,178.75,205.17,849.77,263.08,633.34,111.13,441.15,832.67,69.87,163.82,149.81,354.8,137.13,166.37,41.87,28.58
7/22/2024,222.66,123.5,439.57,182.55,485.74,159.62,180.79,251.51,182.7,205.66,858.2,265.31,647.5,110.36,445.38,841.89,69.5,164.1,149.37,354.7,138.72,167.62,41.29,28.46
7/23/2024,223.71,122.55,441.47,186.41,487.02,162.3,180.91,246.38,182.95,205.71,870.41,262.42,642.76,108.58,439.19,846.55,69.77,162.51,147.54,351.15,141.63,167.17,41.4,28.81
7/24/2024,217.28,114.21,425.64,180.83,459.7,149.98,171.8,215.99,173.75,204.01,852.16,251.89,635.99,110.11,429.98,825.4,69.72,163.86,151.35,342.06,137.33,170.13,41.18,26.6
7/25/2024,216.23,112.24,415.22,179.85,451.86,147.92,166.47,220.25,168.56,204.09,813.82,251.47,634.09,112.43,427.14,810.63,69.15,162.79,154.6,344.97,136.39,175.88,40.68,26.63
7/26/2024,216.7,113.02,422.03,182.5,464.11,150.27,166.19,219.8,168.08,207.58,797.4,257.13,631.37,112.33,435.67,813.43,68.91,164.94,155.57,351.04,137.57,178.77,40.67,27.18
7/29/2024,216.98,111.55,423.48,183.2,464.12,148.87,168.71,232.1,170.52,206.22,800.54,259.26,626.96,111.15,438.77,811.4,68.75,165.74,153.56,353.15,136.88,175.66,40.11,27.08
7/30/2024,217.53,103.7,419.7,181.71,461.61,142.23,169.47,222.62,171.25,210.46,783.12,260.74,622.58,113.14,444.89,805.89,68.33,157.71,156.24,355.13,134.27,180.33,40.29,26.37
7/31/2024,220.8,116.98,415.17,186.98,473.21,159.24,170.71,232.07,172.54,208.13,797.05,263.29,628.35,113.54,461.06,817.8,67.78,156.8,152.87,359.49,138.01,178.92,39.35,26.89
8/1/2024,217.1,109.18,413.94,184.07,496.04,145.7,169.94,216.86,171.84,203.39,824.97,263.55,624.85,111.97,459.76,812.72,68.92,161.61,155.69,350.14,136.09,183.16,38.56,26.08
8/2/2024,218.59,107.24,405.38,167.9,486.47,142.53,165.86,207.67,167.8,194.77,797.24,264.19,613.64,111.9,459.38,817.88,67.61,165.89,158.96,347.06,131.9,182.75,36.68,24.74
8/5/2024,208.06,100.42,392.14,161.02,474.11,140.81,158.48,198.88,160.07,190.62,768.3,254.14,598.55,109.88,439.47,797.74,66.75,163.92,156.16,341.77,126.54,177.99,35.77,24.09
8/6/2024,206.03,104.22,396.57,161.93,492.4,142.63,157.53,200.64,159.97,195.94,786.06,255.95,609.57,109.3,445.73,812.71,66.9,163.95,153.95,345.58,126.88,179.3,36.04,26.59
8/7/2024,208.61,98.88,395.4,162.77,487.25,135.05,158.17,191.76,160.18,196,765.21,254.22,611.48,110.75,447.27,806.16,66.08,165.83,153.89,334.34,124.6,181.04,36.41,26.32
8/8/2024,212.08,104.94,399.63,165.8,507.89,144.43,161.25,198.84,163.26,199.58,837.72,257.5,630.35,112.87,452.97,835.14,66.82,166.66,155.16,340.14,127.62,183.83,37.3,29.28
8/9/2024,214.99,104.72,402.93,166.94,516,146.93,162.88,200,164.8,201.28,883.68,257.95,633.94,113.79,454.17,850.57,67.1,166.34,155.55,340.43,130.69,183.37,37.36,30.01
8/12/2024,216.52,108.99,403.71,166.8,514.19,147.29,161.51,197.49,163.37,201.66,876.44,258.08,633.14,113.93,453.08,859.16,67.84,162.7,154.84,337.67,131.21,183.61,37.26,29.38
8/13/2024,220.24,116.1,410.86,170.23,526.74,154.76,163.37,207.83,165.34,203.37,899.9,258.32,648.02,112.84,456.73,860.4,67.28,163.17,153.39,341.83,132.87,184.63,37.54,30.39
8/14/2024,220.69,118.04,413.69,170.1,524.96,156.28,159.6,201.38,161.45,205.62,923.32,259.32,661.68,113.88,457.53,858.31,67.8,164.64,153.48,347.29,134.2,186.34,37.88,31
8/15/2024,223.68,122.82,418.58,177.59,535.5,164.64,160.52,214.14,162.59,206.9,924.51,264.94,663.22,114.59,466.03,872.87,72.27,163.78,154.07,351.59,135.51,186.72,38.1,31.22
8/16/2024,225,124.54,416.03,177.06,525.62,164.23,162.17,216.12,164.16,209.27,915.12,265.52,674.07,114.05,466.2,866.15,72.74,163.75,154.36,353.53,136.05,187.2,38.4,32.08
8/19/2024,224.84,129.96,419.08,178.22,527.47,166.21,165.87,222.72,167.8,210.72,914.81,264.61,688.53,114.39,464.31,867.9,73.01,164.27,154.59,354.52,136.49,190.07,38.72,32.5
8/20/2024,225.46,127.21,422.33,178.88,524.93,164.46,166.37,221.1,168.36,209.81,942.76,266.17,698.54,110.58,466.44,871.73,73.82,166.21,155.11,358.62,137.73,189.38,37.76,32.32
8/21/2024,225.35,128.46,421.67,180.11,533.33,164.29,165.05,223.27,167.03,209.89,944.75,266.33,697.12,109.88,465.32,876.92,74.51,165.96,156.34,361.74,138.75,189.74,37.82,32.54
8/22/2024,223.49,123.7,413.13,176.13,530.11,160.88,163.01,210.66,164.9,211.87,946.93,266.07,688.96,110.73,466.14,873.08,74.85,165.96,157.23,356.76,136.65,189.59,38.3,31.92
8/23/2024,225.79,129.33,414.36,177.04,526.2,164.87,164.82,220.32,166.84,213.52,945.51,265.57,686.73,112.26,463.77,874.72,74.97,165,158.95,366.75,137.75,190.73,38.82,31.78
8/26/2024,226.13,126.42,411.08,175.5,519.34,158.19,165.36,213.21,167.33,214.36,943.32,266.34,688.44,114.66,465.96,887.95,75.3,166.15,159.42,365.3,137.46,190.62,38.97,30.85
8/27/2024,226.97,128.26,411.43,173.12,517.33,159.94,163.89,209.21,165.79,215.34,947.24,268.83,695.72,113.57,472.27,904.26,75.4,165.08,159.01,364.39,137.05,189.16,38.72,30.84
8/28/2024,225.44,125.57,408.21,170.8,515.02,156.76,162.06,205.75,163.92,216.43,941.74,267.31,683.84,112.45,469.1,883.52,75.35,164.89,159.95,363.91,136.45,188.65,38.99,30.36
8/29/2024,228.73,117.55,410.72,172.12,516.45,155.52,161,206.28,162.82,217.33,933.06,272.41,692.48,114.01,478.05,882.1,75.68,165.84,160.26,360.59,137.98,188.44,39.21,31
8/30/2024,227.94,119.33,414.71,178.5,519.53,161.36,162.59,214.11,164.52,219.86,952.73,274.44,701.35,113.82,480.57,887.82,76.48,167.31,161.85,362.01,139.83,189.53,39.78,31.48
9/3/2024,221.74,107.97,407.06,176.25,510.01,151.42,156.6,210.6,158.05,215.46,949.27,276.6,675.32,111.44,479.36,874.08,76.43,170.22,163.11,358.31,138.06,190.86,39.73,30.51
9/4/2024,219.83,106.18,406.52,173.33,510.99,152.74,155.7,219.41,157.25,214.51,939.13,278.53,679.68,110.08,480.38,885.48,76.49,171.56,163.31,358.25,139.29,190.21,39.53,30.59
9/5/2024,221.35,107.18,406.01,177.89,515.1,151.45,156.48,230.17,158.04,212.85,905.82,276.68,683.62,109.22,474.63,881.46,76.22,171.14,161,355.48,141.13,186.2,39.18,30.16
9/6/2024,219.8,102.8,399.36,171.39,498.56,135.77,150.19,210.73,151.59,207.79,895.86,277.42,665.77,108.71,473.4,872.2,75.9,171.26,160.4,353.71,140.34,186.72,38.08,30.33
9/9/2024,219.89,106.44,403.36,175.4,503.07,139.56,148.19,216.27,149.2,212.05,901.38,283.62,675.42,111,484.3,891.91,76.59,171.72,162.58,359.08,138.44,189.64,38.78,34.6
9/10/2024,219.09,108.07,411.79,179.55,503.07,146.88,148.14,226.17,149.67,201.05,894.41,283.35,673.62,106.95,485.23,889.72,78.05,173.41,163.33,364.34,154.28,192.47,38.59,34.76
9/11/2024,221.63,116.87,420.58,184.52,510.08,156.85,150.63,228.13,151.8,202.68,913.9,281.98,681.47,105.89,485.39,895.8,78.08,169.63,160.83,363.96,155.55,187.87,38.32,34.85
9/12/2024,221.74,119.11,424.51,187,523.81,163.08,154.15,229.81,155.19,202.06,927.92,283.38,686.8,107.35,489.29,910.36,78.89,169.19,160.66,367.83,159.71,187.32,38.1,34.91
9/13/2024,221.47,119.07,428.08,186.49,522.83,166.19,156.91,230.29,158.01,199.83,916.7,285.35,697.06,107.27,490.54,911.32,79.82,169.79,161.51,373.3,160.35,187.5,37.97,35.59
9/16/2024,215.32,116.75,428.83,184.89,531.97,162.55,157.51,226.78,158.63,203.29,916.53,288.45,696.5,108.78,494.86,903.23,79.78,172.87,162.95,375.28,168.57,188.97,38.41,36.31
9/17/2024,215.79,115.56,432.62,186.88,534.99,161.01,158.76,227.87,159.92,204.65,899.3,289.53,706.91,110.2,498.12,892.69,77.84,171.54,163.03,376.49,165.74,186.77,38.86,36.45
9/18/2024,219.67,113.34,428.3,186.43,536.63,160.22,159.25,227.2,160.44,202.97,898.1,286.47,690.47,110.58,491.93,887.96,78.27,169.63,162.13,377.25,162.83,186.28,38.92,36.38
9/19/2024,227.81,117.84,436.14,189.87,557.72,166.46,161.57,243.92,162.87,205.86,908.1,283.25,704.32,111.95,490.19,896.14,77.29,167.31,160.83,383.46,165.85,186.93,40.15,36.83
9/20/2024,227.14,115.97,432.74,191.6,559.97,170.12,163.02,238.25,164.27,206.45,914.5,282.78,701.03,111.25,489.92,902.35,78.3,169.92,160.19,382.99,166.26,186.79,39.56,37.2
9/23/2024,225.42,116.23,430.99,193.88,563.02,171.95,161.28,250,162.7,206.8,911.55,286.62,705.37,113.26,494.3,912.4,79.55,169.49,159.27,385.06,164.23,187.14,39.17,37.95
9/24/2024,226.32,120.84,426.67,193.96,561.94,173.84,161.72,254.27,163.27,206.94,917.41,270.88,722.26,112.97,484.62,896.94,79.89,168.97,158.84,393.6,164.08,186.83,38.76,36.9
9/25/2024,225.32,123.48,429.6,192.53,566.91,174.52,160.92,257.02,162.62,205.57,917.54,267.75,721.56,110.77,486.65,903.78,80.61,168.01,156.71,389.94,164.56,184.66,38.56,37.12
9/26/2024,226.47,124.01,428.8,191.16,566.44,177.07,162.16,254.22,163.46,205.17,902.42,269.8,711.43,108.86,488.46,896.84,79.15,168.94,157.48,389.71,166.36,185.27,38.83,37.1
9/27/2024,226.73,121.37,425.53,187.97,565.96,171.7,163.38,260.46,164.91,205.88,871.13,273.25,707.35,111.78,490.82,881.1,79.01,169.27,157.49,392.49,166.99,188.06,38.71,36.84
9/30/2024,231.92,121.41,427.8,186.33,571.03,171.52,165.27,261.63,166.81,206.23,879.22,273.03,709.27,113.13,490.97,881.99,79.97,168.93,158.14,398.06,168.64,190.66,38.98,37.2
10/1/2024,225.16,116.97,418.24,185.13,575.05,166.51,166.41,258.02,168.04,202.49,877.77,275.66,706.13,115.74,493.54,872.9,80.49,168.77,158.07,401.84,165.43,190.16,38.53,36.46
10/2/2024,225.73,118.82,414.7,184.76,571.4,169.69,165.28,249.02,166.93,202.74,884.31,275.07,711.09,117.28,492.73,874.04,79.65,167.68,157.27,404.02,165.97,190.02,38.54,37.49
10/3/2024,224.62,122.82,414.12,181.96,581.34,170.91,165.28,240.66,166.83,200.72,878.83,274.93,706.8,118.3,492.14,871.2,79.65,165.93,156.62,404.33,165.13,188.7,38.56,39.24
10/4/2024,225.75,124.89,413.64,186.51,594.47,175.63,166.48,250.08,168.18,207.85,880.43,275.99,719.7,120.47,494.85,878.6,80.16,164.72,156.41,401.17,169.09,187.58,39.41,40.01
10/7/2024,220.66,127.69,407.16,180.8,583.34,174.08,162.41,240.83,164.02,207.56,891.58,271.88,701.92,121,488.49,869.13,78.34,163,155.67,400.87,168.21,186.92,39.26,38.89
10/8/2024,224.72,132.86,412.3,182.72,591.43,179.7,163.8,244.5,165.32,207.38,906.79,273.04,721.76,117.78,494.22,885.87,78.94,164.01,155.82,406.88,172.56,186.35,39.23,41.45
10/9/2024,228.48,132.62,415.03,185.17,589.06,184.89,161.29,241.05,162.69,210.01,912.76,275,727.43,117.83,497.75,904.46,79.62,165.1,156.76,408.74,176.44,188.03,39.48,43.13
10/10/2024,227.98,134.78,413.42,186.65,582.39,184.63,161.51,238.77,162.81,209.44,903.78,275.54,730.29,118.84,495.83,889.07,78.84,164.78,156.63,402.74,173.98,187.64,39.27,43.52
10/11/2024,226.5,134.77,413.9,188.82,588.5,180.44,162.67,217.8,164.15,218.74,924.99,275.9,722.79,119.3,500.05,884.49,79.33,166.87,157.55,404.64,174.34,187.48,41.21,43.51
10/14/2024,230.23,138.04,416.7,187.54,588.97,181.27,164.38,219.16,165.97,217.94,922.46,278.72,713,119.75,504.43,885.22,79.52,168.26,157.69,408.1,174.69,188.89,41.17,43.4
10/15/2024,232.77,131.57,416.3,187.69,584.83,174.98,164.88,219.57,166.52,218.84,906.39,277.34,705.98,116.15,505,890.04,80.86,169.29,160.13,408.26,172.67,186.71,41.4,42.43
10/16/2024,230.71,135.69,413.7,186.89,575.37,175.81,164.58,221.33,166.36,220.07,909.46,285.51,702,116.45,511.81,882.85,80.44,168.13,160.3,411.24,173.35,185.35,42.05,41.93
10/17/2024,231.07,136.9,414.29,187.53,575.51,180.49,162.36,220.89,164.14,220.84,910.16,288.36,687.65,116.15,511.5,880.77,80.11,168.03,160.49,408.28,174.25,183.51,41.85,42
10/18/2024,233.91,137.97,415.73,188.99,575.05,178.86,162.85,220.7,164.68,221.77,911,288.59,763.89,115.82,514.07,885.02,80.53,168.04,161.12,407.69,173.27,183.79,41.58,42.97
10/21/2024,235.38,143.68,416.34,189.07,573.74,178.96,163.5,218.85,165.42,219.44,899.25,284.85,772.07,115.89,512.74,882.24,80.03,166.33,158.89,399.24,172.35,181.54,41.03,42.7
10/22/2024,234.77,143.56,425.02,189.7,580.58,178.36,164.56,217.97,166.44,220.54,902.25,282.8,764.24,116.49,510.76,888.93,81.23,166.49,159.49,394.77,173.88,183.7,41.56,42.94
10/23/2024,229.69,139.53,422.13,184.71,562.3,172.52,162.21,213.65,164.11,219.84,896.39,281.78,749.29,116.07,511.47,894.58,82.47,166.37,161.85,392.6,171.69,182.84,41.6,42.59
10/24/2024,229.5,140.38,422.26,186.38,566.38,170.37,162.15,260.48,164.16,221.39,884.56,281.24,754.55,115.42,508.37,888.86,82.24,166.41,159.71,395.59,172.96,184.56,41.9,43.56
10/25/2024,230.34,141.51,425.66,187.83,571.84,172.01,164.69,269.19,166.61,218.76,885.92,279.77,754.68,115.32,505.13,886.67,81.71,165.04,156.99,391.88,172.11,182.81,41.15,44.86
10/28/2024,232.32,140.49,424.11,188.39,576.74,171.04,166.14,262.51,167.96,221.9,888.79,282.21,749.12,114.75,505.97,886.41,81.95,166.1,157.69,395.79,171.02,184.59,41.87,44.97
10/29/2024,232.59,141.22,429.44,190.83,591.82,178.22,169.09,259.52,170.75,219.34,896.72,279.91,759.44,113.19,504.05,882.46,80.91,164.01,156.22,388.11,172.02,184.37,41.78,44.93
10/30/2024,229.03,139.3,430.01,192.73,590.34,175.63,173.85,257.55,175.74,220.83,840.4,288.14,753.74,112.62,511.43,874.6,80.6,163.02,156.72,385.61,173.14,196.1,41.57,43.69
10/31/2024,224.86,132.73,403.99,186.4,566.18,168.8,170.51,249.85,172.3,218.38,823.44,287.83,756.03,112.7,497.39,869.72,81.16,162.05,155.99,386.81,166.48,198.4,41.09,41.56
11/1/2024,221.88,135.37,407.98,197.93,565.76,167.96,170.69,248.98,172.26,219.38,812.71,288.71,756.1,110.94,505.84,873.99,81.4,161.98,156.25,385.67,168.64,198.09,41.03,41.92
11/4/2024,220.98,136.02,406.08,195.78,559.3,167.59,168.65,242.84,170.29,216.27,800.02,289.81,755.51,114.47,503.36,882.72,81.65,161.96,154.41,388.6,168.21,195.09,40.6,41.41
11/5/2024,222.41,139.88,409.07,199.5,571.02,172.91,169.15,251.44,171.02,217.95,799.94,291.24,763.91,114.81,503.34,886.8,82.87,162.62,154.52,393.04,170.38,196.27,41.14,51.13
11/6/2024,221.69,145.58,417.73,207.09,570.64,178.52,175.89,288.53,177.93,243.11,770.49,305.26,780.21,116.78,518.84,895.85,82.63,158,154.06,381.53,179.77,195.8,44.61,55.53
11/7/2024,226.43,148.85,422.95,210.05,590.24,182.76,180.12,296.91,181.87,232.61,791.4,303.67,796.54,116.92,515.69,910.47,83.04,160.32,152.94,392.4,184.82,195.13,43.98,55.88
11/8/2024,226.16,147.6,420.08,208.18,587.89,182.59,177.73,321.22,179.45,233.2,825.23,305.72,795.04,116.88,522.45,940.23,84.01,164.54,151.71,398.75,187.71,194.15,44.34,58.39
11/11/2024,223.44,145.23,415.58,206.84,581.73,177.89,179.72,350,181.56,235.47,826.12,308.75,805.44,116.27,527.79,929.35,83.4,162.89,151.29,401.1,187.59,169.75,45.27,60.24
11/12/2024,223.44,148.26,420.57,208.91,583.38,175.21,180.98,328.49,182.9,235.73,812.65,308.22,819.5,116.15,526.84,928.85,84.17,162.7,148.95,395.98,188.04,166.5,45.05,59.85
11/13/2024,224.32,146.24,422.73,214.1,578.57,172.59,178.25,330.24,180.08,237.31,805.65,307.91,830.47,117.23,519.58,930.2,84.67,163.43,149.53,402.96,188.09,165.78,45.06,60.7
11/14/2024,227.41,146.73,424.41,211.48,575.74,169.41,174.97,311.18,176.95,238.01,780.26,306.68,837.26,117.31,518.11,920.39,83.65,163.92,148.19,398.57,185.53,165.08,45.09,59.18
11/15/2024,224.2,141.95,412.58,202.61,552.72,163.9,171.89,320.72,173.5,241.39,741.76,308.07,823.96,116.09,519.59,903.64,83.44,166.33,150.27,400.99,182.25,160.57,45.93,65.77
11/18/2024,227.21,140.12,413.34,201.7,553.04,164.72,174.69,338.74,176.4,241.12,722.88,310.57,847.05,117.07,519.33,916.03,83.27,167.52,151.02,403.21,184.22,161.82,45.9,61.26
11/19/2024,227.47,146.98,415.36,204.61,559.71,164.41,177.5,346,179.17,239.21,725.39,310.26,871.32,115.43,517.17,926.63,85.76,167.53,149.3,399.63,187.36,162.1,45.6,62.98
11/20/2024,228.19,145.86,413.07,202.88,564.13,162.32,175.36,342.03,176.93,236.93,748.93,305.83,883.85,117.08,510.28,924.57,86.34,167.66,149.4,392.95,189.2,163.26,45.25,62.12
11/21/2024,227.71,146.64,411.29,198.38,561.7,163,167.04,339.64,168.86,240.85,745.46,308.32,897.48,118.64,512.83,952.03,87.54,169.48,151.74,403.22,190.87,167.12,45.64,61.36
11/22/2024,229.06,141.92,415.4,197.12,557.76,163.29,164.18,352.56,166.19,244.58,743.56,308.34,897.79,118.51,518.57,960.36,89.57,172.94,151.41,412.6,190.73,172.2,46.17,64.35
11/25/2024,232.05,135.99,417.19,201.45,563.72,163.88,167.06,338.59,169.05,246.29,750.51,311.6,865.59,116.73,524.28,957.25,88.64,174.03,152.01,421.12,186.46,172.31,46.67,64.65
11/26/2024,234.23,136.89,426.35,207.86,572.13,163.8,168.53,338.23,170.23,245.98,784.63,310.23,872.6,114.79,526.15,967.82,90.43,175.92,151.99,421.95,188.82,176.28,46.91,65.74
11/27/2024,234.1,135.31,421.37,205.74,567.8,158.76,168.64,332.89,170.43,245.8,783.5,313.1,877.34,114.49,530.04,957.91,90.99,175.97,152.86,421.87,181.21,178.17,46.93,66.05
11/29/2024,236.49,138.22,421.84,207.89,572.91,161.15,168.36,345.16,170.1,245.73,790.62,313.48,886.81,114.78,530.59,968.2,91.61,175.87,152.47,423.79,183.34,178.02,46.68,67.08
12/2/2024,238.74,138.6,429.33,210.71,591.37,165.56,170.89,357.09,172.59,242.32,795.04,315.04,897.74,114.67,529.02,971.31,91.75,176.3,152.27,421.65,179.94,176.9,46.21,66.39
12/3/2024,241.79,140.23,429.55,213.44,612.14,167.19,170.74,351.42,172.63,240.91,808.49,311.42,902.17,114.5,523.86,978.43,92.61,172.1,149.87,424.01,181.4,176.63,46,70.96
12/4/2024,242.15,145.11,435.74,218.16,612.27,169.59,173.76,357.93,175.69,239.51,824.91,308.32,911.06,111.2,518.85,987.17,93.54,171.8,148.01,422.6,186.66,171.73,45.56,69.85
12/5/2024,242.18,145.04,440.92,220.55,607.43,169.5,172.04,369.49,173.91,241.56,820.71,307.51,917.87,111.68,522.46,978.54,94.38,172.7,147.07,421.23,184.73,171.45,46.17,71.87
